################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  3.0425647491439562E+00 a         1     0     1     1     1
 -5.5765022299773941E+00 a         2     0     1     1     2
 -7.7599520033078031E+00 a         3     0     1     1     3
 -9.3193455609000111E+00 a         4     0     1     1     4
  1.4184145898671526E+01 a         5     0     1     1     5
  1.0235328206463702E+01 a         6     0     1     1     6
  1.4440389677490191E+00 a         7     0     1     1     7
 -6.5925752393999986E+00 a         8     0     1     1     8
  1.9844606467606432E+00 a         9     0     1     1     9
  5.5667082620689357E+00 a        10     0     1     1    10
  6.3546248524087936E+00 a        11     0     1     1    11
 -5.3339414840009942E+00 a        12     0     1     1    12
 -2.1683604150228986E+00 a        13     0     1     1    13
 -6.0068179993627391E+00 a        14     0     1     1    14
 -1.1035541424993076E+00 a        15     0     1     1    15
  7.5574372284588236E+00 a        16     0     1     1    16
  1.4216383077974511E+01 a        17     0     1     1    17
 -8.3759360965562628E+00 a        18     0     1     1    18
 -3.1389263930525838E-02 a        19     0     1     1    19
  1.6921731078437812E+01 a        20     0     1     1    20
 -1.0347938132184500E+00 a        21     0     1     1    21
  7.7384043335632562E+00 a        22     0     1     1    22
 -3.0252876134440294E+00 a        23     0     1     1    23
 -1.3606346142967128E+01 a        24     0     1     1    24
 -9.1981649990274195E-01 a        25     0     1     1    25
  7.8572120849670557E-01 a        26     0     2     1     1
  1.1622194527125460E+01 a        27     0     2     1     2
  3.4707811116216689E+00 a        28     0     2     1     3
  2.8756682499601331E+00 a        29     0     2     1     4
 -1.2147050193115247E+01 a        30     0     2     1     5
 -2.4482640481645443E+00 a        31     0     2     1     6
  1.3277391999476478E+01 a        32     0     2     1     7
  1.7445271570870876E+01 a        33     0     2     1     8
 -4.2687073176076744E+00 a        34     0     2     1     9
  1.8818269056688490E+00 a        35     0     2     1    10
 -3.8241389930800653E+00 a        36     0     2     1    11
  1.3990937942468701E+01 a        37     0     2     1    12
  3.8449382252944524E+00 a        38     0     2     1    13
  1.5232091823681113E+00 a        39     0     2     1    14
 -2.1173728834536671E+00 a        40     0     2     1    15
 -1.6922331952040683E+00 a        41     0     2     1    16
 -4.7288055411359791E+00 a        42     0     2     1    17
  3.3996332009443795E+00 a        43     0     2     1    18
  4.2952009099598421E+00 a        44     0     2     1    19
 -2.1715990597223914E+01 a        45     0     2     1    20
  3.2789406221278738E-01 a        46     0     2     1    21
 -1.4796707730691653E+01 a        47     0     2     1    22
  1.5749760031830892E-01 a        48     0     2     1    23
  2.1690940464858318E+01 a        49     0     2     1    24
  8.5066001641788613E+00 a        50     0     2     1    25
 -6.0510204999227728E+00 a        51     0     3     1     1
  3.0491563227683458E+00 a        52     0     3     1     2
  1.4401253243236107E+01 a        53     0     3     1     3
  1.3360905068661959E+01 a        54     0     3     1     4
 -1.1700248970938226E+01 a        55     0     3     1     5
 -1.8321219185983669E+01 a        56     0     3     1     6
 -1.1993678358329138E+01 a        57     0     3     1     7
  5.8347353867842200E+00 a        58     0     3     1     8
  1.0924006483205122E+00 a        59     0     3     1     9
 -2.6022625451931254E+00 a        60     0     3     1    10
 -8.5055173840223173E+00 a        61     0     3     1    11
  7.1042910405990680E+00 a        62     0     3     1    12
  4.5805558852927373E+00 a        63     0     3     1    13
  1.1235342786461771E+01 a        64     0     3     1    14
  2.3787374861726689E+00 a        65     0     3     1    15
 -1.9036743897824457E+00 a        66     0     3     1    16
 -1.4737873008166442E+01 a        67     0     3     1    17
  1.0387374251831353E+01 a        68     0     3     1    18
  4.3548345648598188E+00 a        69     0     3     1    19
 -2.3167380735336927E+01 a        70     0     3     1    20
  8.4887730394293239E+00 a        71     0     3     1    21
 -6.8030353332097455E+00 a        72     0     3     1    22
  3.5288747006724286E+00 a        73     0     3     1    23
  1.3289007186710315E+01 a        74     0     3     1    24
 -2.0746639999987320E+00 a        75     0     3     1    25
 -4.6943729898556077E+00 a        76     0     4     1     1
 -2.5289759389658130E+01 a        77     0     4     1     2
 -7.0563865498911360E+00 a        78     0     4     1     3
 -5.8384716832585415E+00 a        79     0     4     1     4
  1.1472442498288567E+01 a        80     0     4     1     5
  4.2029547261658617E+00 a        81     0     4     1     6
 -1.8188900693472657E+01 a        82     0     4     1     7
 -3.0763699602447389E+01 a        83     0     4     1     8
  8.0504072130721376E+00 a        84     0     4     1     9
 -4.5348259147734167E+00 a        85     0     4     1    10
  9.8922483795801526E+00 a        86     0     4     1    11
 -3.2496706255514546E+01 a        87     0     4     1    12
 -9.3471651043984174E+00 a        88     0     4     1    13
  2.2519043033544173E+00 a        89     0     4     1    14
 -7.6942617843660055E-01 a        90     0     4     1    15
 -3.4147586642252357E+00 a        91     0     4     1    16
 -8.9754744316223682E+00 a        92     0     4     1    17
 -3.6806291931944077E+00 a        93     0     4     1    18
 -2.2991162955765443E+01 a        94     0     4     1    19
  3.1395838203866081E+01 a        95     0     4     1    20
 -5.7270648804541437E+00 a        96     0     4     1    21
  2.7429821496480159E+01 a        97     0     4     1    22
  3.1525001274785120E+00 a        98     0     4     1    23
 -3.5642534328762331E+01 a        99     0     4     1    24
 -1.2899973046817319E+01 a       100     0     4     1    25
  1.4505428373872441E+01 a       101     0     5     1     1
  4.1905801297305363E+00 a       102     0     5     1     2
 -9.1874622726742388E+00 a       103     0     5     1     3
 -1.7551605980345915E+00 a       104     0     5     1     4
  8.9262583170311005E-01 a       105     0     5     1     5
  1.4689551460643086E+01 a       106     0     5     1     6
  2.8926225942902331E+01 a       107     0     5     1     7
  2.5668644094307611E+00 a       108     0     5     1     8
 -8.8211800643374865E+00 a       109     0     5     1     9
 -1.3835934825734777E+01 a       110     0     5     1    10
 -2.5028338206764129E+00 a       111     0     5     1    11
  4.5628616786662439E+00 a       112     0     5     1    12
 -2.5967145541364323E+00 a       113     0     5     1    13
 -1.6888223247068890E+01 a       114     0     5     1    14
  2.6634831386538753E+00 a       115     0     5     1    15
 -9.7965805261474941E+00 a       116     0     5     1    16
  7.9938539865109615E+00 a       117     0     5     1    17
  2.3953890769895927E+00 a       118     0     5     1    18
  1.9805389735059853E+00 a       119     0     5     1    19
  1.5413902693871364E+01 a       120     0     5     1    20
 -1.1945091537700909E+01 a       121     0     5     1    21
 -7.5031788044589298E+00 a       122     0     5     1    22
 -1.1217925657365069E+00 a       123     0     5     1    23
  7.3900791316801167E+00 a       124     0     5     1    24
 -1.3891925769587172E+00 a       125     0     5     1    25
  9.7722990574415398E+00 a       126     0     6     1     1
  3.3559079928950325E+01 a       127     0     6     1     2
  5.1883658388754847E+00 a       128     0     6     1     3
  8.9025059144694152E-01 a       129     0     6     1     4
  3.2955115224553646E+00 a       130     0     6     1     5
 -9.9754988839721470E+00 a       131     0     6     1     6
  4.0641880415247716E-01 a       132     0     6     1     7
