begin
comment input file: OUTCAR_02_000314                        
lattice            29.023245            0.000000            0.000000
lattice             0.008799           22.651089            0.000000
lattice           -11.371881            0.017310           23.027787
atom          18.668717849         2.170388258        19.900649213 S       0.000000      0.000000     -0.010348     -0.006761     -0.011086
atom          -5.841408038        13.562318791        15.596722356 S       0.000000      0.000000     -0.008505     -0.004601     -0.009315
atom          -0.428193044        20.927261832         3.586341152 S       0.000000      0.000000     -0.001465      0.020598      0.013320
atom          23.975427878         9.565850376         7.926380675 S       0.000000      0.000000     -0.004643      0.008411      0.008987
atom          23.612071338         2.201115205         8.406805750 S       0.000000      0.000000     -0.000232     -0.016744     -0.009759
atom           0.124419569        13.305769571         3.955423563 S       0.000000      0.000000      0.003056     -0.005163      0.001104
atom          -5.519342013        21.274839159        15.158513763 S       0.000000      0.000000     -0.001931     -0.002466      0.006247
atom          18.028025101         9.986219954        19.979696457 S       0.000000      0.000000     -0.002129     -0.006411     -0.015165
atom          17.379584476         1.767517544        11.931674111 S       0.000000      0.000000      0.001186      0.020443     -0.007344
atom           6.090379456        13.292522591         0.144205001 S       0.000000      0.000000      0.006796      0.000907     -0.002225
atom           0.417157044        21.124700418        11.536759143 S       0.000000      0.000000      0.014726      0.003462     -0.001032
atom          22.956071808         9.793014354         0.564026559 S       0.000000      0.000000      0.021921     -0.021020      0.001405
atom          22.999535509         2.022743955         0.472979554 S       0.000000      0.000000      0.007010     -0.000972     -0.009973
atom           0.776186112        13.392810357        11.322445303 S       0.000000      0.000000     -0.007914     -0.008947      0.004801
atom           6.546748317        21.034201433         0.241847150 S       0.000000      0.000000     -0.010388     -0.001299      0.005593
atom          17.465812680         9.615776940        11.700050379 S       0.000000      0.000000     -0.001656      0.003309      0.001852
atom           6.062751660         2.069514677        14.273555015 S       0.000000      0.000000      0.015404      0.008217      0.015861
atom           6.325366901        13.642273103        20.814520771 S       0.000000      0.000000     -0.000552     -0.005718     -0.021894
atom          11.756553190        21.158753283         8.260597639 S       0.000000      0.000000      0.010446     -0.018472      0.014296
atom          11.883523889         9.574259657         2.795698635 S       0.000000      0.000000     -0.005935      0.000816     -0.001128
atom          12.312491721         1.899401531         2.337969172 S       0.000000      0.000000     -0.001367     -0.008662     -0.000709
atom          11.366929456        13.242803896         9.639587490 S       0.000000      0.000000      0.007339     -0.003538     -0.000134
atom           6.099733600        21.171697907        20.888465754 S       0.000000      0.000000     -0.000388     -0.001106      0.003659
atom           6.911597742         9.659958737        13.648433611 S       0.000000      0.000000     -0.023745      0.015309      0.009067
atom          -0.096394930         1.770125366        18.412565472 S       0.000000      0.000000     -0.002062      0.000912      0.002149
atom          12.358997881        13.344225498        16.807488787 S       0.000000      0.000000      0.001507      0.002502     -0.003417
atom          18.014267895        21.233869897         4.841912989 S       0.000000      0.000000     -0.000402     -0.006162      0.007244
atom           5.062255056         1.998177516         7.036924379 S       0.000000      0.000000      0.004647      0.000238     -0.010360
atom          18.633984683        13.262551534         5.072629653 S       0.000000      0.000000     -0.014080      0.019297      0.002243
atom          13.287533714        21.407233372        17.253520846 S       0.000000      0.000000     -0.002272     -0.018284     -0.006548
atom          -0.592882677         9.742180721        18.204185372 S       0.000000      0.000000      0.006292     -0.005668      0.014087
atom          12.686374036         6.010028301        17.107445016 S       0.000000      0.000000     -0.010603     -0.003521     -0.008454
