################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  3.8617652869212821E-01 a         1     0     1     1     1
 -6.4125888351429605E-01 a         2     0     1     1     2
 -1.9080593343133594E+00 a         3     0     1     1     3
 -2.1991365082599121E+00 a         4     0     1     1     4
 -4.7265232373042458E+00 a         5     0     1     1     5
  1.6349102494688283E-01 a         6     0     1     1     6
  2.6606576850243933E+00 a         7     0     1     1     7
  4.4164338833289762E-01 a         8     0     1     1     8
  4.8313139738260560E+00 a         9     0     1     1     9
  9.0774913164913862E-01 a        10     0     1     1    10
 -2.3024807580410842E+00 a        11     0     1     1    11
  1.3817307910334600E-01 a        12     0     1     1    12
  2.6504834219686231E+00 a        13     0     1     1    13
 -1.1414836284993717E+00 a        14     0     1     1    14
  1.4760242980999397E-01 a        15     0     1     1    15
  3.1629620423850419E-01 a        16     0     2     1     1
  3.1688366289949899E-01 a        17     0     2     1     2
 -3.3645334388690812E-01 a        18     0     2     1     3
  1.0402228046107300E+00 a        19     0     2     1     4
 -4.4113181804131658E+00 a        20     0     2     1     5
  1.3146284381644002E+00 a        21     0     2     1     6
 -3.8293488472172865E-01 a        22     0     2     1     7
 -9.2288923602619442E-03 a        23     0     2     1     8
  1.8923280250952060E-01 a        24     0     2     1     9
  2.3710956962357724E-01 a        25     0     2     1    10
 -6.1136692487116429E-01 a        26     0     2     1    11
 -2.3776227732091275E+00 a        27     0     2     1    12
 -5.6169899439578730E-01 a        28     0     2     1    13
 -1.0449828982435071E-01 a        29     0     2     1    14
 -1.5267216324955360E-01 a        30     0     2     1    15
 -1.7064105794464624E-01 a        31     0     3     1     1
 -7.5271667828828714E-02 a        32     0     3     1     2
 -8.4974282871044429E-02 a        33     0     3     1     3
  4.9599865482582318E-03 a        34     0     3     1     4
 -2.3398967000057880E-01 a        35     0     3     1     5
  3.8058994913649319E-01 a        36     0     3     1     6
  3.1298221248015407E-01 a        37     0     3     1     7
