################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -6.4394688081091028E-02 a         1     0     1     1     1
 -1.3584341925158536E-01 a         2     0     1     1     2
 -8.4703243268489631E-02 a         3     0     1     1     3
 -1.0641495552880206E-01 a         4     0     1     1     4
 -2.7804198668432140E-01 a         5     0     1     1     5
  1.3635334837420041E-01 a         6     0     1     1     6
  2.3701279952566834E-01 a         7     0     1     1     7
  3.1901508452682142E-01 a         8     0     1     1     8
 -1.9694480519037411E-01 a         9     0     1     1     9
 -4.0054029794180457E-01 a        10     0     1     1    10
 -3.1584533778595597E-01 a        11     0     1     1    11
  1.2820476089424557E-01 a        12     0     1     1    12
 -1.8313148189649492E-01 a        13     0     1     1    13
 -2.9869808184049235E-02 a        14     0     1     1    14
 -3.4851679481635733E-01 a        15     0     1     1    15
  3.5518092620362057E-01 a        16     0     2     1     1
 -2.3448781552245876E-01 a        17     0     2     1     2
 -3.1147098697540720E-01 a        18     0     2     1     3
 -2.4018794031272239E-01 a        19     0     2     1     4
  2.7915407218043997E-01 a        20     0     2     1     5
  3.8241244436353589E-01 a        21     0     2     1     6
 -3.7801021473390806E-01 a        22     0     2     1     7
  5.1558292946603072E-03 a        23     0     2     1     8
  1.1070490828690535E-01 a        24     0     2     1     9
  4.0132005068626811E-02 a        25     0     2     1    10
 -1.0431704658009880E-01 a        26     0     2     1    11
  3.2580715381273584E-01 a        27     0     2     1    12
  3.6951916312268085E-01 a        28     0     2     1    13
 -4.2206773030334802E-03 a        29     0     2     1    14
  1.5743570067664278E-01 a        30     0     2     1    15
  1.1486657769441022E-01 a        31     0     3     1     1
 -2.3060469844124479E-01 a        32     0     3     1     2
  2.0193470272578487E-01 a        33     0     3     1     3
 -1.8419667671221246E-01 a        34     0     3     1     4
  8.1784033445704729E-02 a        35     0     3     1     5
 -4.0820789442525436E-02 a        36     0     3     1     6
  4.8766282405871449E-02 a        37     0     3     1     7
 -1.9949528466838537E-01 a        38     0     3     1     8
  2.1812093385437520E-02 a        39     0     3     1     9
  2.0264913578143964E-01 a        40     0     3     1    10
 -2.2648745239344567E-01 a        41     0     3     1    11
 -3.6492017547340633E-01 a        42     0     3     1    12
  3.2545425836692954E-01 a        43     0     3     1    13
  1.3447993024115701E-02 a        44     0     3     1    14
 -1.0826263686532367E-01 a        45     0     3     1    15
  4.1480591383339781E-02 a        46     0     4     1     1
 -3.0626671353988930E-02 a        47     0     4     1     2
  2.1442933215203824E-02 a        48     0     4     1     3
 -1.9499856678182839E-02 a        49     0     4     1     4
 -4.0890345421517554E-01 a        50     0     4     1     5
 -3.4648675624477226E-01 a        51     0     4     1     6
 -1.4324526554105380E-01 a        52     0     4     1     7
  3.0712613764260377E-01 a        53     0     4     1     8
 -3.6336281302309564E-01 a        54     0     4     1     9
 -2.9485055031321816E-01 a        55     0     4     1    10
  2.3273643553554271E-01 a        56     0     4     1    11
  3.6662557904316140E-01 a        57     0     4     1    12
  3.1300063339014894E-01 a        58     0     4     1    13
  3.9740514253882953E-01 a        59     0     4     1    14
  1.0249886957636591E-01 a        60     0     4     1    15
  7.6144734733642111E-02 a        61     0     5     1     1
 -6.3174815384586247E-02 a        62     0     5     1     2
  3.8011167507007454E-01 a        63     0     5     1     3
  2.6652561749142073E-01 a        64     0     5     1     4
  2.4959938667354439E-01 a        65     0     5     1     5
 -3.6081956078432542E-01 a        66     0     5     1     6
 -2.5404368458897686E-01 a        67     0     5     1     7
 -3.5351329402512532E-01 a        68     0     5     1     8
 -2.5494022263387273E-01 a        69     0     5     1     9
 -2.5835297643620742E-01 a        70     0     5     1    10
 -2.6523151442493093E-01 a        71     0     5     1    11
  4.7647520646092408E-02 a        72     0     5     1    12
  1.7557651310167380E-01 a        73     0     5     1    13
  4.3455754468263129E-02 a        74     0     5     1    14
 -2.6927040544053227E-01 a        75     0     5     1    15
 -2.1907707300952639E-01 a        76     0     6     1     1
 -2.1359819267364580E-01 a        77     0     6     1     2
  2.1800677271263277E-01 a        78     0     6     1     3
  1.7515438720695498E-01 a        79     0     6     1     4
  7.8160799772921133E-02 a        80     0     6     1     5
  3.2769391259754843E-01 a        81     0     6     1     6
 -2.9291438972895939E-01 a        82     0     6     1     7
 -3.1663151925239513E-01 a        83     0     6     1     8
 -2.1133909830047695E-01 a        84     0     6     1     9
 -2.4413287365279113E-01 a        85     0     6     1    10
  4.5224369020302763E-01 a        86     0     6     1    11
 -1.5237135874372879E-01 a        87     0     6     1    12
  3.4017821376236074E-01 a        88     0     6     1    13
 -3.8972336968156968E-01 a        89     0     6     1    14
 -3.8460811514376630E-01 a        90     0     6     1    15
  7.1012547262910758E-02 a        91     0     7     1     1
 -3.7311658381733709E-01 a        92     0     7     1     2
 -1.5738364836550139E-01 a        93     0     7     1     3
 -2.5589224328092197E-01 a        94     0     7     1     4
 -3.3841906517982046E-01 a        95     0     7     1     5
  1.4554646667665555E-01 a        96     0     7     1     6
  6.1786996778394818E-03 a        97     0     7     1     7
  1.8482478525318197E-01 a        98     0     7     1     8
  1.0644417287465882E-01 a        99     0     7     1     9
 -1.9750825035905820E-01 a       100     0     7     1    10
 -3.2083474239688520E-01 a       101     0     7     1    11
 -3.1873672159544192E-01 a       102     0     7     1    12
  8.2223058071682398E-02 a       103     0     7     1    13
  1.1131752730712900E-01 a       104     0     7     1    14
 -3.8130379357112970E-01 a       105     0     7     1    15
 -2.0748621559544705E-01 a       106     0     8     1     1
  1.7860871324798869E-01 a       107     0     8     1     2
 -2.6310491227537475E-01 a       108     0     8     1     3
