################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  1.1253592163966536E-01 a         1     0     1     1     1
  3.0404190237274059E-01 a         2     0     1     1     2
 -4.5147904672857030E-02 a         3     0     1     1     3
  1.3597677469865316E-01 a         4     0     1     1     4
 -1.9431026920255606E-01 a         5     0     1     1     5
  2.5689290025570044E-01 a         6     0     1     1     6
 -1.7647208947115811E-01 a         7     0     1     1     7
 -1.1420426968601047E-01 a         8     0     1     1     8
 -3.9338329942140204E-02 a         9     0     1     1     9
 -1.1736391080380762E-01 a        10     0     1     1    10
 -3.8506696348120213E-02 a        11     0     1     1    11
  4.0020942757593027E-02 a        12     0     1     1    12
 -2.7820663035232840E-01 a        13     0     1     1    13
  1.0144681098642763E-02 a        14     0     1     1    14
  6.1797660149629459E-02 a        15     0     1     1    15
  1.3985536107998683E-01 a        16     0     2     1     1
 -1.8897055589869297E-01 a        17     0     2     1     2
  1.6466980070943155E-01 a        18     0     2     1     3
 -1.2319010563323134E-01 a        19     0     2     1     4
  8.3401483439245028E-02 a        20     0     2     1     5
 -2.4146445025780924E-01 a        21     0     2     1     6
  6.0238698911651081E-04 a        22     0     2     1     7
  1.6159369067271664E-01 a        23     0     2     1     8
  5.5862136182698155E-02 a        24     0     2     1     9
 -1.2242856776485186E-01 a        25     0     2     1    10
 -4.8186277774590523E-02 a        26     0     2     1    11
  4.3346577186280356E-02 a        27     0     2     1    12
  2.0271557381963431E-01 a        28     0     2     1    13
  1.0507158109814588E-01 a        29     0     2     1    14
 -7.9167243747902891E-02 a        30     0     2     1    15
  2.8443548016455855E-01 a        31     0     3     1     1
 -2.2057205989024758E-01 a        32     0     3     1     2
  3.8861642507687130E-02 a        33     0     3     1     3
 -2.4539193935983725E-01 a        34     0     3     1     4
  1.4687828547951889E-01 a        35     0     3     1     5
  1.8500923801631686E-01 a        36     0     3     1     6
 -2.6901260228997531E-01 a        37     0     3     1     7
 -1.5028886635139133E-01 a        38     0     3     1     8
  3.7071134495160904E-02 a        39     0     3     1     9
  2.0071736637521592E-01 a        40     0     3     1    10
 -5.2419988419607655E-02 a        41     0     3     1    11
  5.7273075076723766E-02 a        42     0     3     1    12
  1.6451581188940129E-01 a        43     0     3     1    13
 -5.9062665048237109E-02 a        44     0     3     1    14
 -1.7647256703411443E-01 a        45     0     3     1    15
  2.7566080065793386E-01 a        46     0     4     1     1
 -6.0144111817233645E-03 a        47     0     4     1     2
 -1.1435628721376682E-01 a        48     0     4     1     3
 -1.4118959125257562E-02 a        49     0     4     1     4
  1.6568264951463216E-01 a        50     0     4     1     5
 -1.8251202835468575E-01 a        51     0     4     1     6
 -5.3671784055364276E-02 a        52     0     4     1     7
 -7.1802106218291001E-02 a        53     0     4     1     8
  6.2567831386970238E-02 a        54     0     4     1     9
  2.4615390142357524E-01 a        55     0     4     1    10
 -2.5143665087623240E-01 a        56     0     4     1    11
 -1.4726375393937458E-01 a        57     0     4     1    12
  1.0563540005777317E-01 a        58     0     4     1    13
  1.0804728420817601E-01 a        59     0     4     1    14
  2.9497264966304500E-02 a        60     0     4     1    15
  6.8510565449051583E-02 a        61     0     5     1     1
 -1.4968411590793207E-01 a        62     0     5     1     2
  4.2158129490097659E-02 a        63     0     5     1     3
  2.0434102812987709E-01 a        64     0     5     1     4
  2.7385602398181091E-01 a        65     0     5     1     5
 -1.6999723126304600E-01 a        66     0     5     1     6
  1.6770898931513353E-01 a        67     0     5     1     7
  1.0787057319542671E-01 a        68     0     5     1     8
  2.1455895752217008E-01 a        69     0     5     1     9
  4.6707307180132586E-02 a        70     0     5     1    10
 -1.0208322171413355E-01 a        71     0     5     1    11
 -1.4800589226703545E-01 a        72     0     5     1    12
 -2.4743053152041766E-01 a        73     0     5     1    13
 -2.3404113000135182E-01 a        74     0     5     1    14
 -1.7818187076424688E-01 a        75     0     5     1    15
 -5.5857511203237668E-02 a        76     0     6     1     1
  1.0236364998682058E-02 a        77     0     6     1     2
 -2.9971049897048307E-01 a        78     0     6     1     3
 -2.3776056328884656E-02 a        79     0     6     1     4
  1.3472647635639570E-01 a        80     0     6     1     5
  2.0056775550989936E-01 a        81     0     6     1     6
  2.5430850106276182E-01 a        82     0     6     1     7
 -1.2291877068683094E-01 a        83     0     6     1     8
 -6.6355733900642033E-02 a        84     0     6     1     9
 -2.1069915830813643E-01 a        85     0     6     1    10
  1.6690234670588786E-01 a        86     0     6     1    11
 -4.2739092326936803E-02 a        87     0     6     1    12
