     -0.4523632857 a         1     0     1     1     1
     -0.1129616246 a         2     0     1     1     2
     -0.6167701165 a         3     0     1     1     3
     -0.3326645494 a         4     0     1     1     4
     -0.1470867427 a         5     0     1     1     5
      0.6220812158 a         6     0     1     1     6
      0.3485559023 a         7     0     1     1     7
     -0.3790795111 a         8     0     1     1     8
     -0.2539433730 a         9     0     1     1     9
     -0.4811822964 a        10     0     1     1    10
     -0.8104279393 a        11     0     1     1    11
      1.4581068998 a        12     0     1     1    12
      0.0955566165 a        13     0     1     1    13
     -0.3006851844 a        14     0     1     1    14
      0.0401561841 a        15     0     1     1    15
     -0.1468067787 a        16     0     1     1    16
      0.1748352773 a        17     0     1     1    17
     -0.0926406391 a        18     0     1     1    18
     -0.1866397310 a        19     0     1     1    19
      0.5593076768 a        20     0     1     1    20
      0.8025275467 a        21     0     1     1    21
     -0.0083333806 a        22     0     1     1    22
      0.5873317325 a        23     0     1     1    23
      0.1802144004 a        24     0     1     1    24
     -0.0804040781 a        25     0     1     1    25
      0.0388941501 a        26     0     2     1     1
      0.3523864778 a        27     0     2     1     2
     -0.1099899230 a        28     0     2     1     3
     -0.5864444042 a        29     0     2     1     4
      0.2082831578 a        30     0     2     1     5
     -1.1746455863 a        31     0     2     1     6
     -0.5812017197 a        32     0     2     1     7
      0.0525969790 a        33     0     2     1     8
     -0.3120929659 a        34     0     2     1     9
      0.7374395285 a        35     0     2     1    10
      0.9558120974 a        36     0     2     1    11
     -1.6349934694 a        37     0     2     1    12
     -0.3602427380 a        38     0     2     1    13
     -0.2596522734 a        39     0     2     1    14
      0.4930746415 a        40     0     2     1    15
      1.0482830691 a        41     0     2     1    16
     -0.7192113444 a        42     0     2     1    17
     -0.4044401336 a        43     0     2     1    18
      0.7067758257 a        44     0     2     1    19
      0.2636196129 a        45     0     2     1    20
     -0.0335783718 a        46     0     2     1    21
      0.3019799660 a        47     0     2     1    22
      1.2404421161 a        48     0     2     1    23
      0.7854277370 a        49     0     2     1    24
      0.2012726318 a        50     0     2     1    25
     -0.3682317552 a        51     0     3     1     1
     -0.4823008690 a        52     0     3     1     2
      0.2902103619 a        53     0     3     1     3
     -0.4458897038 a        54     0     3     1     4
      0.0903733362 a        55     0     3     1     5
      0.7605909995 a        56     0     3     1     6
     -0.6172518935 a        57     0     3     1     7
      0.0508274862 a        58     0     3     1     8
      0.2368619915 a        59     0     3     1     9
     -0.8239438096 a        60     0     3     1    10
     -0.9327671724 a        61     0     3     1    11
      0.6472303300 a        62     0     3     1    12
      0.1908379346 a        63     0     3     1    13
     -0.4953915185 a        64     0     3     1    14
     -0.9909625433 a        65     0     3     1    15
     -1.1452027832 a        66     0     3     1    16
      0.6049571790 a        67     0     3     1    17
     -0.7343122759 a        68     0     3     1    18
     -0.4330000143 a        69     0     3     1    19
     -0.2772848867 a        70     0     3     1    20
     -0.8832563128 a        71     0     3     1    21
     -0.5169471762 a        72     0     3     1    22
      0.0803924354 a        73     0     3     1    23
     -0.5303963178 a        74     0     3     1    24
     -0.8121131505 a        75     0     3     1    25
     -0.2254226487 a        76     0     4     1     1
      0.0660325904 a        77     0     4     1     2
      0.3760804814 a        78     0     4     1     3
     -0.1813184453 a        79     0     4     1     4
     -0.3338102068 a        80     0     4     1     5
     -0.3908538521 a        81     0     4     1     6
     -0.2593346683 a        82     0     4     1     7
      0.3264843352 a        83     0     4     1     8
      0.4045278316 a        84     0     4     1     9
      0.3982510942 a        85     0     4     1    10
     -0.4307631250 a        86     0     4     1    11
     -1.0492403587 a        87     0     4     1    12
     -0.2376945398 a        88     0     4     1    13
      0.2247413152 a        89     0     4     1    14
     -0.2596677337 a        90     0     4     1    15
     -0.8636708095 a        91     0     4     1    16
      0.4545643537 a        92     0     4     1    17
     -0.7731744880 a        93     0     4     1    18
      1.3483913123 a        94     0     4     1    19
     -0.7655313524 a        95     0     4     1    20
     -0.2990435859 a        96     0     4     1    21
     -0.1535623617 a        97     0     4     1    22
      0.2315292524 a        98     0     4     1    23
      0.2686461291 a        99     0     4     1    24
      0.8710295683 a       100     0     4     1    25
      0.0477346304 a       101     0     5     1     1
     -0.3226723284 a       102     0     5     1     2
      0.0515821633 a       103     0     5     1     3
     -0.3505435580 a       104     0     5     1     4
     -0.0065995308 a       105     0     5     1     5
      0.3891126171 a       106     0     5     1     6
     -0.2277889513 a       107     0     5     1     7
     -0.1019033389 a       108     0     5     1     8
     -0.5283261792 a       109     0     5     1     9
      0.8841646139 a       110     0     5     1    10
      0.7215929787 a       111     0     5     1    11
     -0.3580929429 a       112     0     5     1    12
     -0.2387805850 a       113     0     5     1    13
      1.3009748306 a       114     0     5     1    14
     -0.1250756662 a       115     0     5     1    15
      0.7582712054 a       116     0     5     1    16
     -1.7739805147 a       117     0     5     1    17
      0.0331266430 a       118     0     5     1    18
     -1.5854804912 a       119     0     5     1    19
      2.2409817928 a       120     0     5     1    20
      1.5052494767 a       121     0     5     1    21
      0.2895486510 a       122     0     5     1    22
     -0.1678468079 a       123     0     5     1    23
      0.1695343989 a       124     0     5     1    24
     -0.0398307629 a       125     0     5     1    25
      0.1444558028 a       126     0     6     1     1
     -0.1611725990 a       127     0     6     1     2
     -0.6061665950 a       128     0     6     1     3
      0.0829706546 a       129     0     6     1     4
      0.2262910668 a       130     0     6     1     5
      0.8876563596 a       131     0     6     1     6
      0.2076138967 a       132     0     6     1     7
     -0.0004411257 a       133     0     6     1     8
     -0.5596140135 a       134     0     6     1     9
     -0.0779662462 a       135     0     6     1    10
     -0.6382246469 a       136     0     6     1    11
     -0.2840828078 a       137     0     6     1    12
     -0.2537987548 a       138     0     6     1    13
      0.1176196318 a       139     0     6     1    14
      0.1790702250 a       140     0     6     1    15
     -0.7974253693 a       141     0     6     1    16
      1.6118096134 a       142     0     6     1    17
      0.0855364831 a       143     0     6     1    18
      0.2758407031 a       144     0     6     1    19
     -0.3119973802 a       145     0     6     1    20
      0.1282349467 a       146     0     6     1    21
      0.6836304429 a       147     0     6     1    22
     -0.4875064560 a       148     0     6     1    23
      0.4659444960 a       149     0     6     1    24
      0.7519365630 a       150     0     6     1    25
      0.0877853000 a       151     0     7     1     1
      0.9134543601 a       152     0     7     1     2
      0.4860069867 a       153     0     7     1     3
      0.0515498522 a       154     0     7     1     4
     -0.5244891417 a       155     0     7     1     5
      0.7755902443 a       156     0     7     1     6
     -0.6557101536 a       157     0     7     1     7
      0.2248606854 a       158     0     7     1     8
      0.0596721452 a       159     0     7     1     9
     -1.2737292658 a       160     0     7     1    10
      0.0794048443 a       161     0     7     1    11
      0.9178695081 a       162     0     7     1    12
      0.2002471558 a       163     0     7     1    13
      0.6423152519 a       164     0     7     1    14
     -0.7470902198 a       165     0     7     1    15
      0.6594642494 a       166     0     7     1    16
     -1.3829726015 a       167     0     7     1    17
      0.4218653134 a       168     0     7     1    18
     -0.1067548155 a       169     0     7     1    19
     -0.4560858728 a       170     0     7     1    20
     -0.8378453469 a       171     0     7     1    21
      0.5683535324 a       172     0     7     1    22
      0.0005781821 a       173     0     7     1    23
     -0.2108332901 a       174     0     7     1    24
     -0.8738582678 a       175     0     7     1    25
      0.3590595062 a       176     0     8     1     1
      0.7920095744 a       177     0     8     1     2
      0.9606114059 a       178     0     8     1     3
     -0.3079285055 a       179     0     8     1     4
      0.2939737379 a       180     0     8     1     5
      0.2272272835 a       181     0     8     1     6
      0.4288995955 a       182     0     8     1     7
      1.3068674311 a       183     0     8     1     8
     -0.3717527334 a       184     0     8     1     9
     -0.5989625273 a       185     0     8     1    10
     -0.8327981123 a       186     0     8     1    11
     -0.3343948882 a       187     0     8     1    12
     -0.4194965652 a       188     0     8     1    13
     -0.6213450992 a       189     0     8     1    14
     -0.7998715571 a       190     0     8     1    15
     -0.6412435206 a       191     0     8     1    16
      2.3586580104 a       192     0     8     1    17
      0.2084391372 a       193     0     8     1    18
      0.5912420075 a       194     0     8     1    19
     -1.5227572588 a       195     0     8     1    20
     -1.1350263799 a       196     0     8     1    21
     -0.0472695816 a       197     0     8     1    22
     -0.2036191865 a       198     0     8     1    23
     -0.5792800960 a       199     0     8     1    24
     -2.1679599683 a       200     0     8     1    25
     -0.2050713375 a       201     0     9     1     1
      0.2532113435 a       202     0     9     1     2
     -0.4019177347 a       203     0     9     1     3
     -0.4737832710 a       204     0     9     1     4
     -0.3216187638 a       205     0     9     1     5
      0.1674377519 a       206     0     9     1     6
     -0.1296597015 a       207     0     9     1     7
      0.1223626575 a       208     0     9     1     8
     -0.3085324634 a       209     0     9     1     9
     -0.5606506112 a       210     0     9     1    10
     -0.1743334265 a       211     0     9     1    11
      0.1186480723 a       212     0     9     1    12
      0.1976160866 a       213     0     9     1    13
      1.8467864697 a       214     0     9     1    14
      2.1619229410 a       215     0     9     1    15
      0.1303481184 a       216     0     9     1    16
      0.4157786885 a       217     0     9     1    17
      0.5330582715 a       218     0     9     1    18
      0.4127526534 a       219     0     9     1    19
      0.1256045238 a       220     0     9     1    20
      0.4649412662 a       221     0     9     1    21
      0.7794986202 a       222     0     9     1    22
      0.8434446693 a       223     0     9     1    23
     -0.1312519908 a       224     0     9     1    24
      0.7783267964 a       225     0     9     1    25
     -0.0879699505 a       226     0    10     1     1
     -0.6142037449 a       227     0    10     1     2
      0.2668587603 a       228     0    10     1     3
     -0.3503310309 a       229     0    10     1     4
      0.5082404866 a       230     0    10     1     5
      0.0613303934 a       231     0    10     1     6
      0.5256257823 a       232     0    10     1     7
     -0.0447136356 a       233     0    10     1     8
     -1.4096273565 a       234     0    10     1     9
      0.3930691435 a       235     0    10     1    10
      0.6024620756 a       236     0    10     1    11
     -0.1418043106 a       237     0    10     1    12
     -0.2550987149 a       238     0    10     1    13
      0.8747267915 a       239     0    10     1    14
     -0.8364253295 a       240     0    10     1    15
      0.0160444067 a       241     0    10     1    16
