begin
comment       frame number       51
atom      19.83251167146305      16.41913713228821      14.16783556224251     C  0.00  0.00       0.00570937805307       0.08432160529386      -0.03802980568277
atom      19.94312355646866      11.69393878949732      14.17410262328673     C  0.00  0.00      -0.07435648445475       0.02184249364754       0.00881332970143
atom      15.84154197252689      14.18721189705679      14.24155885726955     C  0.00  0.00       0.02998903171000       0.01161345609006      -0.01614157184062
atom      14.46771974192691      16.52911346925335      14.15446414798641     C  0.00  0.00       0.02825211245628      -0.00679186972071       0.01067765902089
atom      11.90001209045941      16.50440326164718      14.10001557121353     C  0.00  0.00       0.00762251101379      -0.04054091659537       0.01107218637850
atom      10.52693843736862      14.19175453817904      14.24867638671206     C  0.00  0.00       0.04489483017033      -0.00970003430984      -0.02024170809199
atom      11.88525530053014      11.87627801089468      14.03804339218586     C  0.00  0.00       0.01050492288895      -0.03025563548793       0.04062107513648
atom      14.55399939930356      11.88307666854348      14.16029752399963     C  0.00  0.00      -0.00430630286069      -0.01331581049870      -0.00376499999923
atom       7.94035181627116      14.20878640658312      14.21053262433509     C  0.00  0.00      -0.07441555771308      -0.00325503384669       0.00082781395929
atom      18.51576746385395      14.23362538195587      14.14454518191298     N  0.00  0.00      -0.03910867744178      -0.07459503409686       0.00679871752372
atom       5.70790049494324      14.17883214623779      14.18710950383843     N  0.00  0.00       0.04080327791136       0.00177504000833       0.00118773139851
atom      21.79028529767151      16.11497933011361      14.26552105714931     H  0.00  0.00       0.02518293764933      -0.00361728537155       0.00618743342718
atom      19.61077628263096      17.86917886537563      12.41697223367492     H  0.00  0.00      -0.00091709441398      -0.03521300054738       0.01742148802879
atom      19.21953158661805      17.71831608185630      15.59063976560335     H  0.00  0.00       0.00199657064710       0.00520019321164       0.02297470209990
atom      21.82497590676626      12.12531471861068      14.29058750869887     H  0.00  0.00       0.04538124820076       0.00616351842390      -0.00154483025617
atom      19.32669969441613      10.57749722415571      15.86241146777433     H  0.00  0.00       0.00591786395647       0.00729899135856      -0.01249697562980
atom      19.35969488797767      10.76021845677893      12.44205910126362     H  0.00  0.00       0.00829470188437      -0.00858990474455      -0.00147517152114
atom      15.56901622106281      18.30123521694460      14.42236692729784     H  0.00  0.00      -0.01360814881885      -0.01287249963721      -0.00929548183066
atom      10.91615035702339      18.17723906171991      14.17763298181264     H  0.00  0.00      -0.02115105437214       0.03530021184193       0.00007051927839
atom      11.03999403230822       9.89099801104345      14.54005436633091     H  0.00  0.00       0.00478517659222       0.04200087762286      -0.02092001237780
atom      15.70700931574327      10.08078663320902      14.18667669126373     H  0.00  0.00      -0.02236155378428       0.02151554633149      -0.00040927268169
energy     -76.86434126036589
charge       0
end
