################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  7.6700469000180993E-01 a         1     0     1     1     1
 -6.0190855511745439E-03 a         2     0     1     1     2
  1.0579574412865869E-01 a         3     0     1     1     3
  6.7860849664543998E-01 a         4     0     1     1     4
 -7.8540603665791453E-01 a         5     0     1     1     5
  1.3824026004182208E-01 a         6     0     1     1     6
  6.3652521971281995E-01 a         7     0     1     1     7
 -1.1617582936184434E+00 a         8     0     1     1     8
  1.0412246142918693E+00 a         9     0     1     1     9
 -1.2111012669651891E-01 a        10     0     1     1    10
  5.7258060862746840E-01 a        11     0     1     1    11
 -2.5396892476943000E-01 a        12     0     1     1    12
 -1.9004867051987739E-01 a        13     0     1     1    13
 -3.4437863452369655E-01 a        14     0     1     1    14
 -1.1799633122830752E-01 a        15     0     1     1    15
  1.5393270030223383E-01 a        16     0     1     1    16
 -6.3117461493428867E-02 a        17     0     1     1    17
  8.5244971293802119E-01 a        18     0     1     1    18
 -7.0952236524210532E-01 a        19     0     1     1    19
 -3.4936179293794121E+00 a        20     0     1     1    20
 -2.6021108832923017E+00 a        21     0     1     1    21
 -1.2555168264627528E-01 a        22     0     1     1    22
  3.7216482784088190E-01 a        23     0     1     1    23
  2.1187549376406092E+00 a        24     0     1     1    24
 -1.6686561352735790E-01 a        25     0     1     1    25
 -9.1280745890339099E-01 a        26     0     2     1     1
  3.0058038824323080E-01 a        27     0     2     1     2
 -3.1540969172228928E+00 a        28     0     2     1     3
  3.2518728481465846E+00 a        29     0     2     1     4
  2.5836187348444450E-01 a        30     0     2     1     5
  1.2741137607840769E+00 a        31     0     2     1     6
 -4.6999374266616529E+00 a        32     0     2     1     7
  2.5821557721622462E-01 a        33     0     2     1     8
 -3.4057586353534068E+00 a        34     0     2     1     9
 -1.1679991249531785E+00 a        35     0     2     1    10
  3.7240575295079732E+00 a        36     0     2     1    11
 -2.4505367049221589E+00 a        37     0     2     1    12
 -1.3269125640390420E+00 a        38     0     2     1    13
  2.0902127876083121E+00 a        39     0     2     1    14
  1.1065718846282944E+00 a        40     0     2     1    15
  1.4521784863620670E+00 a        41     0     2     1    16
  1.0750995737517113E+00 a        42     0     2     1    17
 -3.4551935017562427E+00 a        43     0     2     1    18
  5.0011761901687208E+00 a        44     0     2     1    19
 -1.2898126752266825E-01 a        45     0     2     1    20
  4.4142634003651571E+00 a        46     0     2     1    21
 -5.6463983139142737E-01 a        47     0     2     1    22
  4.4523064792593150E+00 a        48     0     2     1    23
  4.2163439716250979E+00 a        49     0     2     1    24
  2.9396545157867378E+00 a        50     0     2     1    25
  1.7129334812421519E+00 a        51     0     3     1     1
  7.2207028228436654E-01 a        52     0     3     1     2
 -5.0478773527351306E+00 a        53     0     3     1     3
 -3.4662592395474046E+00 a        54     0     3     1     4
 -2.5613771784605910E+00 a        55     0     3     1     5
  1.9002393446977156E-01 a        56     0     3     1     6
 -8.8534916137554021E-01 a        57     0     3     1     7
 -1.2744700008222004E-01 a        58     0     3     1     8
 -4.7875210111024753E+00 a        59     0     3     1     9
  1.2053880957552976E+00 a        60     0     3     1    10
  2.9038454829723679E+00 a        61     0     3     1    11
  1.9062609794373869E-01 a        62     0     3     1    12
 -4.0773249272740770E+00 a        63     0     3     1    13
 -1.6580395575603668E+00 a        64     0     3     1    14
 -2.1580654480817363E+00 a        65     0     3     1    15
  2.6953032697802182E+00 a        66     0     3     1    16
 -2.4920822346488030E+00 a        67     0     3     1    17
 -7.6126753162645566E-01 a        68     0     3     1    18
 -5.4322382951076076E-01 a        69     0     3     1    19
 -7.8818102509666943E-01 a        70     0     3     1    20
  4.0139240274170507E-01 a        71     0     3     1    21
 -1.7334208016449146E+00 a        72     0     3     1    22
 -2.9961376241938287E+00 a        73     0     3     1    23
 -4.6215677876936212E+00 a        74     0     3     1    24
  3.5806876920986191E-02 a        75     0     3     1    25
 -5.5626050365896376E+00 a        76     0     4     1     1
 -5.3045162064943803E+00 a        77     0     4     1     2
  1.1613547361566459E+00 a        78     0     4     1     3
 -2.2993444984564109E+00 a        79     0     4     1     4
 -3.4766443963417872E+00 a        80     0     4     1     5
 -2.5301807464689896E-01 a        81     0     4     1     6
  1.5961997221532980E+00 a        82     0     4     1     7
 -8.9844207498920348E-01 a        83     0     4     1     8
  2.5962239636765800E+00 a        84     0     4     1     9
 -3.1624390679617270E-01 a        85     0     4     1    10
 -2.1664122885273227E+00 a        86     0     4     1    11
  3.3304098269053144E+00 a        87     0     4     1    12
  3.3412459336283060E+00 a        88     0     4     1    13
 -1.1260885399777389E+00 a        89     0     4     1    14
  1.9711260066879457E+00 a        90     0     4     1    15
 -1.5790952460963006E+00 a        91     0     4     1    16
 -5.0588608559397352E-01 a        92     0     4     1    17
  2.0798903803165438E+00 a        93     0     4     1    18
  8.0449115297235563E-01 a        94     0     4     1    19
  1.8100962523297524E+00 a        95     0     4     1    20
  3.2578694134786552E+00 a        96     0     4     1    21
  2.2303152410434706E+00 a        97     0     4     1    22
 -1.0645051374054531E+00 a        98     0     4     1    23
 -1.4599788114433498E+00 a        99     0     4     1    24
 -1.8316520710260731E+00 a       100     0     4     1    25
  1.5302975299358054E-01 a       101     0     5     1     1
 -7.3390759696386954E-01 a       102     0     5     1     2
  2.5975892733277655E+00 a       103     0     5     1     3
 -1.8168745625191862E+00 a       104     0     5     1     4
