Generated by ./convert_pgxyzinfo_lammpsdata.sh from iceIh_Cmc21.xyz, comment:

384 atoms

2 atom types

  0.0000000000000000E+00   1.7969000000000001E+01 xlo xhi
  0.0000000000000000E+00   1.5561600000000000E+01 ylo yhi
  0.0000000000000000E+00   1.4671620000000001E+01 zlo zhi
  0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00 xy xz yz

Atoms

1 2    7.7574078122432866E-01   2.1919704683420500E+00   3.9845996089839000E+00
2 1    0.0000000000000000E+00   1.7442755219935400E+00   3.6679050000000002E+00
3 1    7.7574078122432866E-01   2.1919704683420500E+00   4.9345996089839002E+00
4 2    7.7574078122432866E-01   4.7860884683420490E+00   3.1669460898389978E-01
5 1    1.5514815624486591E+00   5.2337834146905600E+00   0.0000000000000000E+00
6 1    0.0000000000000000E+00   5.2337834146905600E+00   0.0000000000000000E+00
7 2    3.0218657812243297E+00   6.0823704683420496E+00   3.9845996089839000E+00
8 1    2.2461249999999993E+00   5.6346755219935396E+00   3.6679050000000002E+00
9 1    3.0218657812243297E+00   6.9780589366841044E+00   3.6679891737814803E+00
10 2    3.0218657812243297E+00   8.9568846834204940E-01   3.1669460898389978E-01
11 1    3.7976065624486592E+00   1.3433834146905594E+00   0.0000000000000000E+00
12 1    3.0218657812243297E+00   8.9568846834204940E-01   1.2666946089839000E+00
13 2    3.0218657812243297E+00   6.0823704683420496E+00   6.7355286089839002E+00
14 1    2.2461249999999993E+00   5.6346755219935396E+00   7.0522232179678008E+00
15 1    3.0218657812243297E+00   6.0823704683420496E+00   5.7855286089839000E+00
16 2    3.0218657812243297E+00   8.9568846834204940E-01   3.0676236089839000E+00
17 1    2.2461249999999993E+00   1.3433834146905594E+00   3.3843182179678002E+00
18 1    3.0218657812243297E+00   0.0000000000000000E+00   3.3842340441863201E+00
19 2    5.2679907812243290E+00   4.7860884683420490E+00   3.0676236089839000E+00
20 1    4.4922499999999994E+00   5.2337834146905600E+00   3.3843182179678002E+00
21 1    6.0437315624486594E+00   5.2337834146905600E+00   3.3843182179678002E+00
22 2    7.7574078122432866E-01   2.1919704683420500E+00   6.7355286089839002E+00
23 1    0.0000000000000000E+00   1.7442755219935400E+00   7.0522232179678008E+00
