  1.9351226269965267E+01 a         1     0     1     1     1
 -1.2722920041663127E+01 a         2     0     1     1     2
  1.8813838546785398E+01 a         3     0     1     1     3
 -9.9072529306668233E+00 a         4     0     1     1     4
 -5.5556023731848088E+00 a         5     0     1     1     5
 -2.1743088125285023E+01 a         6     0     1     1     6
 -4.3957032868175592E+00 a         7     0     1     1     7
 -8.2232767559365261E+00 a         8     0     1     1     8
 -1.2795187410356007E+01 a         9     0     1     1     9
  2.0531488314474609E+00 a        10     0     1     1    10
  6.3085494555538100E+00 a        11     0     1     1    11
  1.7747439798699947E+01 a        12     0     1     1    12
  2.1199776341611990E+01 a        13     0     1     1    13
 -1.0401856120624991E+01 a        14     0     1     1    14
  9.9971799748773424E+00 a        15     0     1     1    15
 -2.2981289741856550E+01 a        16     0     1     1    16
  7.0151625370482193E+00 a        17     0     1     1    17
 -8.6196831813458108E-01 a        18     0     1     1    18
 -9.3326500524616787E+00 a        19     0     1     1    19
 -8.1509788482705705E+00 a        20     0     1     1    20
  7.3005587330714041E+00 a        21     0     1     1    21
 -4.1742761866309017E+01 a        22     0     1     1    22
  6.3119055653433236E+00 a        23     0     1     1    23
 -1.6614913440033543E+01 a        24     0     1     1    24
 -3.2884896166602369E+00 a        25     0     1     1    25
 -7.6177727329088425E+00 a        26     0     2     1     1
  1.1920467758124394E+01 a        27     0     2     1     2
 -3.3598504533881588E+01 a        28     0     2     1     3
 -8.1926601528230734E+00 a        29     0     2     1     4
  1.2256603662736959E+01 a        30     0     2     1     5
 -1.6321931116002037E+01 a        31     0     2     1     6
  1.7421642141491571E+01 a        32     0     2     1     7
 -1.0860184589306209E+01 a        33     0     2     1     8
  5.8915184166980739E+00 a        34     0     2     1     9
 -3.6902359288737836E+00 a        35     0     2     1    10
  1.0293089316663519E+01 a        36     0     2     1    11
  5.1948065930649427E+00 a        37     0     2     1    12
 -2.3980547137324820E+01 a        38     0     2     1    13
  4.8537847427560248E+00 a        39     0     2     1    14
 -4.0824468281972512E+00 a        40     0     2     1    15
  1.4337960569673069E-01 a        41     0     2     1    16
  5.1705212559047196E+00 a        42     0     2     1    17
 -8.3507047581814646E+00 a        43     0     2     1    18
  1.5268593084886666E+01 a        44     0     2     1    19
 -4.7845057788364738E+00 a        45     0     2     1    20
 -3.9081003736433416E+01 a        46     0     2     1    21
  1.2178782623555220E+01 a        47     0     2     1    22
 -4.6348557545214515E+00 a        48     0     2     1    23
  1.8782092073161540E+01 a        49     0     2     1    24
 -3.0324643349874933E+01 a        50     0     2     1    25
 -2.5263481169175048E+01 a        51     0     3     1     1
  1.5296199184011702E+01 a        52     0     3     1     2
 -8.3048108822854001E+00 a        53     0     3     1     3
  3.1895181615920581E+01 a        54     0     3     1     4
  4.9531683783374216E+00 a        55     0     3     1     5
  4.8099890815350491E+01 a        56     0     3     1     6
  3.2760616651428109E+00 a        57     0     3     1     7
  8.1560836750324803E+00 a        58     0     3     1     8
  2.2563239480693102E+01 a        59     0     3     1     9
 -8.3176870189901353E-01 a        60     0     3     1    10
  7.8695395544951348E+00 a        61     0     3     1    11
 -3.0987028245459388E+01 a        62     0     3     1    12
 -1.5237161056695047E+01 a        63     0     3     1    13
  1.7624501127050696E+01 a        64     0     3     1    14
 -2.0307057488913035E+01 a        65     0     3     1    15
  4.5335033626968816E+01 a        66     0     3     1    16
 -1.5097148905700879E+01 a        67     0     3     1    17
  2.6123127803852282E+00 a        68     0     3     1    18
 -2.7954510712387419E+00 a        69     0     3     1    19
  1.2941818848111847E+01 a        70     0     3     1    20
  8.4637256361573758E+00 a        71     0     3     1    21
  6.3632675864873356E+01 a        72     0     3     1    22
  2.7557914510539274E+00 a        73     0     3     1    23
  1.8438430082929759E+01 a        74     0     3     1    24
  1.0257113523616352E+01 a        75     0     3     1    25
  2.5022627547313276E+00 a        76     0     4     1     1
 -1.3276610504035800E+01 a        77     0     4     1     2
  3.2360119838511054E+01 a        78     0     4     1     3
  3.1168321411508422E+00 a        79     0     4     1     4
 -8.0323454911993615E+00 a        80     0     4     1     5
  3.9240295226661878E+01 a        81     0     4     1     6
 -1.8563529662539182E+01 a        82     0     4     1     7
  4.1781648649122360E+01 a        83     0     4     1     8
 -2.2013996851388324E+01 a        84     0     4     1     9
 -4.1837298817764657E+00 a        85     0     4     1    10
 -2.7776644027095081E+01 a        86     0     4     1    11
 -8.3796878411346913E+00 a        87     0     4     1    12
  2.6139457288061671E+01 a        88     0     4     1    13
 -1.2804828404414094E+01 a        89     0     4     1    14
  1.2008078097697277E+01 a        90     0     4     1    15
 -1.7460605605691142E+00 a        91     0     4     1    16
 -7.2426531081670769E+00 a        92     0     4     1    17
  1.3199340111356701E+01 a        93     0     4     1    18
  2.6050718593349992E-01 a        94     0     4     1    19
  1.6042723100039865E+01 a        95     0     4     1    20
  5.5117475322605408E+01 a        96     0     4     1    21
 -1.4791382144240202E+01 a        97     0     4     1    22
 -4.3097694400219781E+00 a        98     0     4     1    23
 -1.5070335844671108E+01 a        99     0     4     1    24
  3.4841993715856034E+01 a       100     0     4     1    25
  2.1559653287095610E+01 a       101     0     5     1     1
 -2.6777557879674352E+00 a       102     0     5     1     2
 -1.4886626725262174E+01 a       103     0     5     1     3
 -4.1126396653930691E+01 a       104     0     5     1     4
 -6.6880551623767595E+00 a       105     0     5     1     5
 -5.0700204657179867E+01 a       106     0     5     1     6
  2.1959065823059909E+00 a       107     0     5     1     7
 -1.0242554938384036E+01 a       108     0     5     1     8
 -1.7181550624267960E+01 a       109     0     5     1     9
  8.7422563838184058E+00 a       110     0     5     1    10
 -1.0909203758126438E+01 a       111     0     5     1    11
  2.8884878597808456E+01 a       112     0     5     1    12
 -1.9953310216750808E+00 a       113     0     5     1    13
 -5.3504190557315221E+00 a       114     0     5     1    14
  8.0893312581258456E+00 a       115     0     5     1    15
 -3.8539249318354614E+01 a       116     0     5     1    16
  8.2595122586040048E+00 a       117     0     5     1    17
 -5.3126605605162718E+00 a       118     0     5     1    18
  1.3937903182269233E+01 a       119     0     5     1    19
 -7.8744385626374127E+00 a       120     0     5     1    20
 -1.3327245019151110E+01 a       121     0     5     1    21
 -3.1780304098754037E+01 a       122     0     5     1    22
 -1.7231460393134643E+01 a       123     0     5     1    23
 -1.6524076785771207E+01 a       124     0     5     1    24
 -1.3506734678558743E+01 a       125     0     5     1    25
  4.2914669825285978E+00 a       126     0     6     1     1
 -6.4520365062819076E+00 a       127     0     6     1     2
  7.4322323351807498E+00 a       128     0     6     1     3
  3.2719832899115735E+00 a       129     0     6     1     4
 -8.5628487417632559E+00 a       130     0     6     1     5
 -3.4097827674870672E+01 a       131     0     6     1     6
 -3.4922403777659183E+00 a       132     0     6     1     7
