################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -3.4531786615003407E-01 a         1     0     1     1     1
 -1.0003362228928364E-01 a         2     0     1     1     2
 -1.5433275835142375E-02 a         3     0     1     1     3
 -1.5122895095655833E-01 a         4     0     1     1     4
  3.3238696153791526E-02 a         5     0     1     1     5
 -7.0316925865201038E-02 a         6     0     1     1     6
 -5.0805243599282637E-02 a         7     0     1     1     7
  3.1659070745866241E-01 a         8     0     1     1     8
 -2.7930527153363977E-01 a         9     0     1     1     9
 -3.9116687694574832E-02 a        10     0     1     1    10
  1.4882521484906723E-02 a        11     0     1     1    11
 -6.8020411576537416E-03 a        12     0     1     1    12
 -1.2112438250998128E-01 a        13     0     1     1    13
 -8.6621448058049535E-04 a        14     0     1     1    14
  7.8441821320904673E-02 a        15     0     1     1    15
 -1.6494842052807709E-01 a        16     0     1     1    16
 -1.8997846866784318E-03 a        17     0     1     1    17
 -9.9594056955360499E-02 a        18     0     1     1    18
 -2.2601095461026455E-01 a        19     0     1     1    19
 -1.9957822748373200E-01 a        20     0     1     1    20
  2.3486964354304057E-01 a        21     0     1     1    21
 -1.1600222912099230E-01 a        22     0     1     1    22
  7.0265605910580592E-02 a        23     0     1     1    23
  1.0852901367427588E-01 a        24     0     1     1    24
  3.3262566098593743E-01 a        25     0     1     1    25
  4.2278860258215684E-01 a        26     0     2     1     1
 -1.0840988274340525E-01 a        27     0     2     1     2
 -4.2017212187646069E-01 a        28     0     2     1     3
 -7.1275858678849599E-02 a        29     0     2     1     4
  1.5415415355299810E-02 a        30     0     2     1     5
  1.4441474871907597E-01 a        31     0     2     1     6
  4.8538196921161597E-02 a        32     0     2     1     7
  3.1058860712110581E-01 a        33     0     2     1     8
 -8.4399741325948407E-02 a        34     0     2     1     9
 -1.5274430816729428E-01 a        35     0     2     1    10
  9.4555481151992429E-02 a        36     0     2     1    11
  4.2533721339722518E-03 a        37     0     2     1    12
 -5.9450358796822145E-02 a        38     0     2     1    13
  3.0548919278022402E-01 a        39     0     2     1    14
  1.6238493047140520E-01 a        40     0     2     1    15
 -1.7426182882696878E-01 a        41     0     2     1    16
 -2.7663974243898676E-02 a        42     0     2     1    17
  2.0440686188407597E-01 a        43     0     2     1    18
  2.1238804092370980E-01 a        44     0     2     1    19
  4.7485936528699903E-02 a        45     0     2     1    20
  4.8421019737378182E-02 a        46     0     2     1    21
 -3.9569171670917686E-01 a        47     0     2     1    22
  2.0224161174635655E-01 a        48     0     2     1    23
 -2.8550069555208829E-01 a        49     0     2     1    24
  1.8436952668783302E-01 a        50     0     2     1    25
 -8.7527887807969065E-02 a        51     0     3     1     1
 -5.7014264589630367E-02 a        52     0     3     1     2
  1.0202279001603556E-01 a        53     0     3     1     3
 -9.8342553914432723E-02 a        54     0     3     1     4
  2.6887002812449854E-02 a        55     0     3     1     5
  4.7580250133796270E-02 a        56     0     3     1     6
 -5.5712925672191174E-03 a        57     0     3     1     7
  2.3835152302921292E-01 a        58     0     3     1     8
  2.9978300941181080E-01 a        59     0     3     1     9
 -2.0010212567858968E-02 a        60     0     3     1    10
  2.1117827856881541E-01 a        61     0     3     1    11
  3.5401914682930824E-01 a        62     0     3     1    12
 -1.3351248204146168E-01 a        63     0     3     1    13
 -3.7105897740294536E-01 a        64     0     3     1    14
 -1.2213344623610659E-01 a        65     0     3     1    15
 -2.8604717820884878E-01 a        66     0     3     1    16
  2.4826721262243526E-01 a        67     0     3     1    17
  1.1261785910666654E-01 a        68     0     3     1    18
 -2.1204967166791197E-01 a        69     0     3     1    19
  1.2483770288687310E-01 a        70     0     3     1    20
 -8.3971651194475583E-02 a        71     0     3     1    21
  1.1488214631775616E-02 a        72     0     3     1    22
  1.4552745654238328E-01 a        73     0     3     1    23
  2.9461015651859346E-01 a        74     0     3     1    24
  1.8171253799583939E-01 a        75     0     3     1    25
  2.1619162621311358E-01 a        76     0     4     1     1
  2.4634519079627926E-01 a        77     0     4     1     2
 -3.7563351388204858E-01 a        78     0     4     1     3
 -2.4049619566234334E-01 a        79     0     4     1     4
  8.5866493746722783E-02 a        80     0     4     1     5
  3.7036945868035703E-01 a        81     0     4     1     6
 -1.2592267398238008E-01 a        82     0     4     1     7
  4.2025170417995117E-01 a        83     0     4     1     8
 -2.1011792262808054E-01 a        84     0     4     1     9
  1.0144402549086637E-01 a        85     0     4     1    10
 -1.8369712607998870E-01 a        86     0     4     1    11
  5.5155679955379466E-01 a        87     0     4     1    12
  1.4262404281309646E-01 a        88     0     4     1    13
 -3.8627312136356118E-01 a        89     0     4     1    14
  2.3003502792837222E-02 a        90     0     4     1    15
 -2.6303722140597691E-02 a        91     0     4     1    16
