   1    1        1.088201664       9.616641912       2.270109565
   1    2        0.732744389       5.002855932       1.327702465
   1    3        0.760107838       7.142794297       1.647742147
   1    4        0.548422859       3.766177117       1.016703770
   1    5        0.400806651       4.146983240       0.909602933
   1    6        0.362093522       2.267823940       0.649481595
   1    7        0.189191039       2.229265268       0.457092189
   1    8        0.267041787       1.320874236       0.424021804
   1    9        0.245130998       0.947511607       0.362454975
   1   10        0.222489101       2.759621601       0.539082969
   1   11        0.147436017       0.555992707       0.267708440
   1   12        0.099110926       1.726540533       0.295581816
   1   13        0.065093699       0.345217577       0.185155535
   1   14        0.031653527       0.912931701       0.150225678
   1   15        0.002920282       0.264539818       0.076473362
   1   16        0.000321454       0.286964256       0.045764109
   1   17        0.000246938       0.138487311       0.017696446
   1   18        0.005099284       0.583191737       0.023872131
   1   19        0.000322830       0.216139623       0.017077760
   1   20        0.049647513       1.685161743       0.145479047
   1   21        0.003407347       0.316370718       0.018433754
   1   22        0.000131214       0.102583489       0.006372278
   1   23        0.033813163       0.916185609       0.081291971
   1   24        0.000417085       0.157859670       0.004669432
   1   25        0.000735289       0.059225627       0.003705331
   1   26        0.008982833       0.194260856       0.024091451
   1   27        0.000212280       0.008777781       0.002053455
   2    1        1.517044076      10.005711989       2.655404931
   2    2        0.446766389       4.619540936       0.966350390
   2    3        1.193931096       7.532354409       2.033407541
   2    4        0.275760365       3.386213103       0.659640224
   2    5        0.821855400       4.535648125       1.298963189
   2    6        0.105170538       1.890987754       0.306914986
   2    7        0.569491417       2.615432862       0.848043608
   2    8        0.025104990       0.936410342       0.111481479
   2    9        0.513541617       1.854534178       0.724909950
   2   10        0.118789489       2.912145690       0.475036427
   2   11        0.352693173       1.062836509       0.535416881
   2   12        0.030424314       2.527764277       0.316746678
   2   13        0.159800227       0.631218183       0.370311070
   2   14        0.002786809       2.303005782       0.177515943
   2   15        0.009564104       0.390852331       0.152946724
   2   16        0.000003880       2.036706882       0.054190131
   2   17        0.002472623       0.343354006       0.016697369
   2   18        0.000022353       0.056319317       0.000955763
   2   19        0.054785372       3.018259758       0.204054793
   2   20        0.001379524       0.498788004       0.012802849
   2   21        0.006685277       0.267395828       0.030865481
   2   22        0.017021399       1.416779651       0.076329790
   2   23        0.019759832       0.407563783       0.048851573
   2   24        0.000592976       0.233240507       0.007212399
   2   25        0.000011145       0.035285773       0.000426102
   2   26        0.017309321       0.822454100       0.050874152
   2   27        0.004098051       0.785570314       0.036954443
   2   28        0.000040524       0.098448069       0.001213796
   2   29        0.006037465       0.098674752       0.016153531
   2   30        0.002959549       0.154785376       0.011643250
       -0.2378336387       -0.1948975729
