################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -6.5391122974161942E+00 a         1     0     1     1     1
 -5.7921337661595187E+00 a         2     0     1     1     2
 -1.2816149374903357E+01 a         3     0     1     1     3
 -5.1657786134864843E+00 a         4     0     1     1     4
  2.2579517131017313E-01 a         5     0     1     1     5
  3.8362257321884985E+00 a         6     0     1     1     6
  3.8389309860893817E+00 a         7     0     1     1     7
  1.0005626266773637E+01 a         8     0     1     1     8
 -8.1717093726670731E-01 a         9     0     1     1     9
 -4.8633445811150890E+00 a        10     0     1     1    10
  3.8869015608077633E+00 a        11     0     1     1    11
 -1.0772852354596192E+00 a        12     0     1     1    12
  9.2892117498818436E+00 a        13     0     1     1    13
  9.6137722024315533E+00 a        14     0     1     1    14
 -3.6113874595391091E+00 a        15     0     1     1    15
  3.0827929425027061E+00 a        16     0     1     1    16
  8.7968485485531414E+00 a        17     0     1     1    17
  1.4706185437297064E+00 a        18     0     1     1    18
 -2.7139054108152307E+00 a        19     0     1     1    19
 -8.0114483516283652E+00 a        20     0     1     1    20
 -4.4884448010266720E+00 a        21     0     1     1    21
  7.8579101794244579E+00 a        22     0     1     1    22
  4.4901930248028599E+00 a        23     0     1     1    23
 -2.2655699437132064E+00 a        24     0     1     1    24
  8.2350745850527129E+00 a        25     0     1     1    25
 -6.9937097587641182E+00 a        26     0     2     1     1
  2.0821094377568038E+01 a        27     0     2     1     2
  6.2760694263063872E+00 a        28     0     2     1     3
  4.1160346604161209E+00 a        29     0     2     1     4
 -1.9510386326493407E+01 a        30     0     2     1     5
 -4.4627802346518415E+00 a        31     0     2     1     6
  5.7380209860745008E+00 a        32     0     2     1     7
 -2.4932779927201445E+01 a        33     0     2     1     8
  7.6677840481483202E+00 a        34     0     2     1     9
 -9.5657644503908568E+00 a        35     0     2     1    10
  4.2341864760058046E-01 a        36     0     2     1    11
 -1.4218915267152432E+00 a        37     0     2     1    12
 -7.4720955678310537E+00 a        38     0     2     1    13
 -6.2959271058202750E+00 a        39     0     2     1    14
 -4.2221966316090755E+00 a        40     0     2     1    15
  6.5190311223892730E+00 a        41     0     2     1    16
  1.3709341221928437E+01 a        42     0     2     1    17
  1.3429584691786046E+01 a        43     0     2     1    18
 -2.8954516193935160E+00 a        44     0     2     1    19
 -4.0648876300966368E+00 a        45     0     2     1    20
 -6.1386786182646098E+00 a        46     0     2     1    21
 -9.2382198295154243E+00 a        47     0     2     1    22
 -4.7982492016674181E+00 a        48     0     2     1    23
 -8.3175343119645095E+00 a        49     0     2     1    24
 -1.4118625775047796E+01 a        50     0     2     1    25
  1.7410286267477552E+01 a        51     0     3     1     1
 -2.9163166640202232E-01 a        52     0     3     1     2
  1.6495369835454913E+01 a        53     0     3     1     3
  8.6079139480357245E+00 a        54     0     3     1     4
  4.1104495803430749E+00 a        55     0     3     1     5
 -3.7162733841409152E+00 a        56     0     3     1     6
 -7.4225622917698582E+00 a        57     0     3     1     7
 -1.6378332354046568E+00 a        58     0     3     1     8
 -3.4780679507027403E+00 a        59     0     3     1     9
  8.8241656214216597E+00 a        60     0     3     1    10
 -8.9444261584933642E+00 a        61     0     3     1    11
 -6.0941482470825221E+00 a        62     0     3     1    12
 -4.4030766635144465E+00 a        63     0     3     1    13
 -1.8134607899228701E+00 a        64     0     3     1    14
  2.6556410594494064E+00 a        65     0     3     1    15
 -2.3576097565564025E+00 a        66     0     3     1    16
 -9.5627553035884603E+00 a        67     0     3     1    17
 -1.0010932632544236E+01 a        68     0     3     1    18
  1.8932833108485765E+00 a        69     0     3     1    19
  7.2086403590367842E+00 a        70     0     3     1    20
  1.4552858509916447E+01 a        71     0     3     1    21
 -2.6690144362729349E+00 a        72     0     3     1    22
 -2.8166051945387287E+00 a        73     0     3     1    23
  6.3544086889640203E+00 a        74     0     3     1    24
 -8.4015886110322882E+00 a        75     0     3     1    25
  1.1107425778481284E+01 a        76     0     4     1     1
 -2.8028675074028726E+01 a        77     0     4     1     2
 -4.5680364281569821E+00 a        78     0     4     1     3
