################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  5.5599864293100154E-01 a         1     0     1     1     1
  1.3588584603802865E+00 a         2     0     1     1     2
 -1.7657253702809668E+00 a         3     0     1     1     3
 -3.0137172032554118E+00 a         4     0     1     1     4
  1.2718501176038558E+01 a         5     0     1     1     5
  1.0658784435179641E+01 a         6     0     1     1     6
  4.7653378361655987E+00 a         7     0     1     1     7
  3.5441560243507713E+00 a         8     0     1     1     8
 -6.2649404896920844E+00 a         9     0     1     1     9
 -9.6306591560637589E-01 a        10     0     1     1    10
  1.2105724219837044E+00 a        11     0     1     1    11
 -1.0180614617246246E+00 a        12     0     1     1    12
 -4.1744577460177510E+00 a        13     0     1     1    13
  9.9009326139578384E+00 a        14     0     1     1    14
 -7.4128713630994101E+00 a        15     0     1     1    15
  5.5855882851233343E+00 a        16     0     1     1    16
  1.7906137568298583E+00 a        17     0     1     1    17
 -8.8248117940190529E-01 a        18     0     1     1    18
  1.3163695873221192E+01 a        19     0     1     1    19
 -1.1524624036901658E+00 a        20     0     1     1    20
  6.2822518025173446E+00 a        21     0     1     1    21
  8.3435048944266992E+00 a        22     0     1     1    22
 -2.2091674040849405E+01 a        23     0     1     1    23
  2.7971567668957040E+00 a        24     0     1     1    24
 -1.8990904999939666E+01 a        25     0     1     1    25
 -6.3829903560013008E+00 a        26     0     2     1     1
 -1.9020450610756285E+01 a        27     0     2     1     2
  1.6254583216252265E+00 a        28     0     2     1     3
  9.7431353960322831E+00 a        29     0     2     1     4
  5.6048405982447251E+00 a        30     0     2     1     5
 -9.9546460285590754E+00 a        31     0     2     1     6
 -6.9219496784215346E+00 a        32     0     2     1     7
 -5.4629162556874027E+00 a        33     0     2     1     8
  1.2510030026709750E+01 a        34     0     2     1     9
 -1.2451272715775904E+01 a        35     0     2     1    10
 -6.6399148989663752E+00 a        36     0     2     1    11
  5.8499727027695512E+00 a        37     0     2     1    12
 -1.2315267427103485E+01 a        38     0     2     1    13
 -9.0871574209775012E+00 a        39     0     2     1    14
  1.6011528765468853E+01 a        40     0     2     1    15
 -2.2166268288157585E+00 a        41     0     2     1    16
  2.9497573412022695E+00 a        42     0     2     1    17
  4.6240909615215360E+00 a        43     0     2     1    18
 -1.7341814124415439E+01 a        44     0     2     1    19
 -6.8212742968011844E+00 a        45     0     2     1    20
 -1.7117834195895615E+01 a        46     0     2     1    21
 -2.8068775869023663E+00 a        47     0     2     1    22
  2.6487355645610844E+01 a        48     0     2     1    23
  3.4600215228668212E+00 a        49     0     2     1    24
  2.1667161046299668E+01 a        50     0     2     1    25
  1.1753822406422733E+01 a        51     0     3     1     1
  9.0191103966608246E+00 a        52     0     3     1     2
  1.1365423561373154E+00 a        53     0     3     1     3
 -6.2991888814619132E+00 a        54     0     3     1     4
 -1.7746591411130215E+01 a        55     0     3     1     5
 -8.4190992356207470E+00 a        56     0     3     1     6
 -6.1634630048587233E+00 a        57     0     3     1     7
  3.0261681810333756E+00 a        58     0     3     1     8
  8.1279337310889748E+00 a        59     0     3     1     9
  7.9905537069564936E+00 a        60     0     3     1    10
  3.1033101013326259E+00 a        61     0     3     1    11
 -8.3773637777244829E+00 a        62     0     3     1    12
  1.4529611536507751E+01 a        63     0     3     1    13
 -1.2477627091949106E+01 a        64     0     3     1    14
  2.6872078792025795E+00 a        65     0     3     1    15
 -5.2499498003176814E+00 a        66     0     3     1    16
 -1.0835340663230330E+01 a        67     0     3     1    17
  1.0640224898486743E+00 a        68     0     3     1    18
 -1.7094679701942237E+01 a        69     0     3     1    19
  6.4713797670394628E+00 a        70     0     3     1    20
 -1.2472155229515347E+00 a        71     0     3     1    21
 -6.9145495294541339E+00 a        72     0     3     1    22
  2.9261389428877870E+01 a        73     0     3     1    23
 -1.1563953934979175E+01 a        74     0     3     1    24
  2.4008604999584421E+01 a        75     0     3     1    25
  5.5571029511621328E-01 a        76     0     4     1     1
  3.1434995863645007E+01 a        77     0     4     1     2
 -7.4074993440531838E+00 a        78     0     4     1     3
 -9.5035107143069091E+00 a        79     0     4     1     4
 -2.0653746425224870E+01 a        80     0     4     1     5
  1.2252770408535392E+01 a        81     0     4     1     6
  1.0666869707498133E+01 a        82     0     4     1     7
  3.4538599065157216E-01 a        83     0     4     1     8
 -2.8262060829145106E+01 a        84     0     4     1     9
  9.6514114518579976E+00 a        85     0     4     1    10
  1.5086158842750820E+01 a        86     0     4     1    11
 -2.6610382959633143E+00 a        87     0     4     1    12
  5.9497152256297472E+00 a        88     0     4     1    13
  6.4951973077098746E+00 a        89     0     4     1    14
 -2.9446403704152743E+01 a        90     0     4     1    15
 -4.8778039393184311E+00 a        91     0     4     1    16
  1.6194934964899470E+00 a        92     0     4     1    17
 -1.3044764121367846E+01 a        93     0     4     1    18
  2.3624815515176351E+01 a        94     0     4     1    19
  1.5622659379002510E+01 a        95     0     4     1    20
  2.4446822896120153E+01 a        96     0     4     1    21
 -8.2894459996856700E+00 a        97     0     4     1    22
 -4.4389556605743394E+01 a        98     0     4     1    23
  2.1923336071671407E+00 a        99     0     4     1    24
 -2.6202511161686395E+01 a       100     0     4     1    25
 -1.9200744146005405E+01 a       101     0     5     1     1
 -2.7986635817338659E+01 a       102     0     5     1     2
  4.0622912768146957E+00 a       103     0     5     1     3
  1.0231408639163856E+01 a       104     0     5     1     4
  2.3268459946182599E+01 a       105     0     5     1     5
 -5.1877192271770571E+00 a       106     0     5     1     6
  1.9031703869173391E+00 a       107     0     5     1     7
 -5.2986390926372611E+00 a       108     0     5     1     8
  1.2943193300479279E+00 a       109     0     5     1     9
 -5.0299926534731769E+00 a       110     0     5     1    10
 -1.4764234322608004E+01 a       111     0     5     1    11
  1.7121699066559881E+01 a       112     0     5     1    12
 -1.3574327496659699E+01 a       113     0     5     1    13
  9.5084028953123383E+00 a       114     0     5     1    14
  2.3454079669583965E+01 a       115     0     5     1    15
 -3.9749721714312192E+00 a       116     0     5     1    16
  1.9255460515916099E+01 a       117     0     5     1    17
  2.4116594912649401E+00 a       118     0     5     1    18
  8.5265876050176708E+00 a       119     0     5     1    19
 -1.3523642583274066E+01 a       120     0     5     1    20
 -5.0052167359373305E+00 a       121     0     5     1    21
 -7.0694491789326730E-01 a       122     0     5     1    22
