################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  1.4094508440575101E-01 a         1     0     1     1     1
  3.0070528204618446E-01 a         2     0     1     1     2
  3.7719975770898966E-02 a         3     0     1     1     3
  1.3226841022136918E-01 a         4     0     1     1     4
 -2.6667142268075456E-01 a         5     0     1     1     5
  2.4032980375612240E-01 a         6     0     1     1     6
 -1.8121430818751535E-01 a         7     0     1     1     7
 -1.2799139873079454E-01 a         8     0     1     1     8
 -3.1524480336134968E-02 a         9     0     1     1     9
 -1.4557562182205597E-01 a        10     0     1     1    10
 -6.5574468225598648E-02 a        11     0     1     1    11
 -7.8132814560180341E-03 a        12     0     1     1    12
 -2.7714897343670869E-01 a        13     0     1     1    13
 -1.5223591409396419E-02 a        14     0     1     1    14
  5.2616332385198576E-02 a        15     0     1     1    15
  1.6433348448235280E-01 a        16     0     2     1     1
 -1.9566275686704579E-01 a        17     0     2     1     2
  2.4764358859164481E-01 a        18     0     2     1     3
 -1.4573453646412440E-01 a        19     0     2     1     4
  5.3533422840721316E-02 a        20     0     2     1     5
 -2.6273150716839394E-01 a        21     0     2     1     6
 -4.2603701391388804E-02 a        22     0     2     1     7
  1.4093934393413257E-01 a        23     0     2     1     8
  4.3424769623654901E-02 a        24     0     2     1     9
 -1.7872615015538981E-01 a        25     0     2     1    10
 -9.8125519419984819E-02 a        26     0     2     1    11
  9.1640444726869552E-03 a        27     0     2     1    12
  1.7410042857398247E-01 a        28     0     2     1    13
  4.9513129217188319E-02 a        29     0     2     1    14
 -6.4887579188224867E-02 a        30     0     2     1    15
  2.7927542787594578E-01 a        31     0     3     1     1
 -1.9111688880165140E-01 a        32     0     3     1     2
  4.9030164539297781E-02 a        33     0     3     1     3
 -1.5388782432430112E-01 a        34     0     3     1     4
  9.9241381419990948E-02 a        35     0     3     1     5
  1.8103766078703667E-01 a        36     0     3     1     6
 -2.2734512930383677E-01 a        37     0     3     1     7
 -1.7836571151795150E-01 a        38     0     3     1     8
  2.6854033834104164E-02 a        39     0     3     1     9
  1.9059254417165827E-01 a        40     0     3     1    10
 -5.5549405679691313E-02 a        41     0     3     1    11
  1.0595493440650862E-01 a        42     0     3     1    12
  1.6990643303140701E-01 a        43     0     3     1    13
 -5.6143514722402477E-02 a        44     0     3     1    14
 -2.4996338372687998E-01 a        45     0     3     1    15
  2.8956521811348862E-01 a        46     0     4     1     1
  1.1627799371035101E-02 a        47     0     4     1     2
 -9.0530335307595231E-02 a        48     0     4     1     3
 -4.2031306177506167E-02 a        49     0     4     1     4
  1.7082577429108578E-01 a        50     0     4     1     5
 -2.1244191696025494E-01 a        51     0     4     1     6
 -2.3437407365876396E-02 a        52     0     4     1     7
 -6.1580029845849364E-02 a        53     0     4     1     8
  1.0483535829550519E-01 a        54     0     4     1     9
  2.5814120454862960E-01 a        55     0     4     1    10
 -2.2040966177774624E-01 a        56     0     4     1    11
 -1.8213749361542975E-01 a        57     0     4     1    12
  8.8064964637641255E-02 a        58     0     4     1    13
  1.6539037120497643E-01 a        59     0     4     1    14
  5.0267402740948465E-02 a        60     0     4     1    15
  9.3094283679998724E-02 a        61     0     5     1     1
 -1.7275563929494586E-01 a        62     0     5     1     2
  1.2973236749924386E-01 a        63     0     5     1     3
  1.9642919724191010E-01 a        64     0     5     1     4
  2.2229582201666123E-01 a        65     0     5     1     5
 -2.0582217756393387E-01 a        66     0     5     1     6
  1.7916464123192716E-01 a        67     0     5     1     7
  1.0087529476393918E-01 a        68     0     5     1     8
  2.3474948572569090E-01 a        69     0     5     1     9
  2.4502401016229861E-02 a        70     0     5     1    10
 -1.2905418579996034E-01 a        71     0     5     1    11
 -2.0252162555696621E-01 a        72     0     5     1    12
 -2.4470565823295140E-01 a        73     0     5     1    13
 -2.6630876292565148E-01 a        74     0     5     1    14
 -1.9266795194183906E-01 a        75     0     5     1    15
 -3.5910423322811760E-02 a        76     0     6     1     1
 -8.1949551390367650E-03 a        77     0     6     1     2
 -2.2586163858331110E-01 a        78     0     6     1     3
 -4.2748072413206994E-02 a        79     0     6     1     4
  7.9863882738283348E-02 a        80     0     6     1     5
  1.7939665531320353E-01 a        81     0     6     1     6
  2.6968673970590834E-01 a        82     0     6     1     7
 -1.3767713993219027E-01 a        83     0     6     1     8
 -5.5998093272765219E-02 a        84     0     6     1     9
 -2.4187917571410769E-01 a        85     0     6     1    10
  1.5187900187343625E-01 a        86     0     6     1    11
 -9.4468484953230458E-02 a        87     0     6     1    12
  9.7019528142093067E-02 a        88     0     6     1    13
  2.9090826612242593E-01 a        89     0     6     1    14
 -2.1519745028023377E-01 a        90     0     6     1    15
  2.3348263720880912E-02 a        91     0     7     1     1
 -3.7234702136082633E-02 a        92     0     7     1     2
 -1.8439067741818690E-01 a        93     0     7     1     3
 -1.6035311883432568E-01 a        94     0     7     1     4
  2.6341195078877910E-01 a        95     0     7     1     5
  2.6887427303729672E-01 a        96     0     7     1     6
 -1.6649066704955179E-01 a        97     0     7     1     7
 -2.7582675637959138E-02 a        98     0     7     1     8
 -2.9663608600033520E-01 a        99     0     7     1     9
 -1.6307385516163633E-01 a       100     0     7     1    10
 -1.4371764472133583E-01 a       101     0     7     1    11
 -1.8985629848678418E-01 a       102     0     7     1    12
 -7.1597212171132532E-02 a       103     0     7     1    13
  1.0760523298821263E-01 a       104     0     7     1    14
 -1.9066837594416816E-01 a       105     0     7     1    15
 -1.7519352975225941E-01 a       106     0     8     1     1
  2.0570826889089092E-01 a       107     0     8     1     2
  1.2440412960165775E-01 a       108     0     8     1     3
 -5.3464138796127915E-02 a       109     0     8     1     4
 -2.6692763422564791E-01 a       110     0     8     1     5
  2.7516528296010379E-01 a       111     0     8     1     6
 -1.4566246307639705E-01 a       112     0     8     1     7
 -1.5826525634547287E-01 a       113     0     8     1     8
 -1.8564839882745821E-01 a       114     0     8     1     9
  2.5699263882642798E-01 a       115     0     8     1    10
  4.8211357669526736E-02 a       116     0     8     1    11
  2.2869365111131826E-01 a       117     0     8     1    12
  1.2364381138182197E-02 a       118     0     8     1    13
  1.0696492287359111E-02 a       119     0     8     1    14
 -2.4105522972255200E-01 a       120     0     8     1    15
  1.1150754471310834E-01 a       121     0     9     1     1
 -2.1635171776622991E-01 a       122     0     9     1     2
  2.4413132932820061E-01 a       123     0     9     1     3
 -1.8719200019813870E-01 a       124     0     9     1     4
