################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  9.2167172324771818E-01 a         1     0     1     1     1
 -7.3761497085562517E+00 a         2     0     1     1     2
  1.1127282913615522E+00 a         3     0     1     1     3
 -2.4094364164935527E+01 a         4     0     1     1     4
  1.9103539628018809E+00 a         5     0     1     1     5
 -5.7653210148774967E+00 a         6     0     1     1     6
  7.3896026849525027E+00 a         7     0     1     1     7
 -8.9213391406127176E+00 a         8     0     1     1     8
 -4.0363734989605896E-02 a         9     0     1     1     9
 -1.5171556083137716E+01 a        10     0     1     1    10
  6.6401350637616989E+00 a        11     0     1     1    11
  1.0126536115567911E+01 a        12     0     1     1    12
 -9.6931479678689154E+00 a        13     0     1     1    13
  4.8330689152905366E+00 a        14     0     1     1    14
 -6.8861900140476848E+00 a        15     0     1     1    15
  6.8596301963562079E+00 a        16     0     1     1    16
  4.3381497633208497E+00 a        17     0     1     1    17
 -4.9120077799499740E-01 a        18     0     1     1    18
  7.9576995637313850E+00 a        19     0     1     1    19
  4.0298121933325435E+00 a        20     0     1     1    20
  1.0428416239698983E+01 a        21     0     1     1    21
  7.8708117145760434E+00 a        22     0     1     1    22
  4.8220699175316968E+00 a        23     0     1     1    23
  7.7457693986107023E-01 a        24     0     1     1    24
  2.3342413143954763E+00 a        25     0     1     1    25
 -3.2538137265621776E+00 a        26     0     2     1     1
 -2.2368418504430196E+01 a        27     0     2     1     2
 -1.4902218793761694E+01 a        28     0     2     1     3
  1.7346801182368282E+01 a        29     0     2     1     4
 -1.5031080262438339E+01 a        30     0     2     1     5
  2.2834891609570609E+00 a        31     0     2     1     6
  3.6976917936861886E+00 a        32     0     2     1     7
  1.4240241008951617E+01 a        33     0     2     1     8
 -4.6695922895231528E+00 a        34     0     2     1     9
  2.8295131283563531E+01 a        35     0     2     1    10
 -1.8152856406645157E+01 a        36     0     2     1    11
  2.0805619014170604E+00 a        37     0     2     1    12
  2.3024618603669769E+01 a        38     0     2     1    13
 -6.6447740608626953E+00 a        39     0     2     1    14
 -1.3008116464741500E+01 a        40     0     2     1    15
  7.7084046994542310E-01 a        41     0     2     1    16
  5.3422829258266207E+00 a        42     0     2     1    17
  8.4920396026199771E+00 a        43     0     2     1    18
 -6.9020806908749659E+00 a        44     0     2     1    19
 -9.7458664564693649E+00 a        45     0     2     1    20
 -1.8372572764269130E+01 a        46     0     2     1    21
 -1.5074765575194009E+01 a        47     0     2     1    22
 -1.5339323021876286E+01 a        48     0     2     1    23
  8.5044192289215665E+00 a        49     0     2     1    24
 -1.1322856659233784E+01 a        50     0     2     1    25
 -1.3984048761341346E+00 a        51     0     3     1     1
  1.6062104859429461E+01 a        52     0     3     1     2
  8.1140685002503385E+00 a        53     0     3     1     3
  2.9278025209063877E+01 a        54     0     3     1     4
  1.1111159542437983E+01 a        55     0     3     1     5
  1.1386547166876239E+01 a        56     0     3     1     6
 -1.2177841532159077E+01 a        57     0     3     1     7
  7.3935892846619016E+00 a        58     0     3     1     8
  3.3146704685015647E+00 a        59     0     3     1     9
  9.7089581111797365E+00 a        60     0     3     1    10
 -4.0990552767881366E-01 a        61     0     3     1    11
 -1.6465133616978964E+01 a        62     0     3     1    12
 -8.3312797609580902E-01 a        63     0     3     1    13
 -5.5865234837877846E+00 a        64     0     3     1    14
  2.1441416321679672E+01 a        65     0     3     1    15
 -1.0527461442756088E+01 a        66     0     3     1    16
 -4.7978997202588527E+00 a        67     0     3     1    17
 -4.3039981427907392E+00 a        68     0     3     1    18
 -1.1044615200469110E+01 a        69     0     3     1    19
  6.5683425261827093E+00 a        70     0     3     1    20
 -1.6128032904540706E+01 a        71     0     3     1    21
 -1.4549423531408312E+00 a        72     0     3     1    22
 -7.1064937590769537E+00 a        73     0     3     1    23
 -3.3778023622920497E+00 a        74     0     3     1    24
 -2.6745884316939144E+00 a        75     0     3     1    25
  5.0181477474341110E+00 a        76     0     4     1     1
  4.0168524838235534E+01 a        77     0     4     1     2
  1.1218525821044107E+01 a        78     0     4     1     3
 -2.3199996385495258E+01 a        79     0     4     1     4
  1.3049529406281522E+01 a        80     0     4     1     5
 -1.3765709914389046E-01 a        81     0     4     1     6
 -1.0511687235327122E+01 a        82     0     4     1     7
 -4.9026960835089097E+00 a        83     0     4     1     8
  8.8609979744568914E+00 a        84     0     4     1     9
 -3.9474931463862987E+01 a        85     0     4     1    10
  2.3871451254548134E+01 a        86     0     4     1    11
 -6.1844931960845226E+00 a        87     0     4     1    12
 -2.4307305547664885E+01 a        88     0     4     1    13
