################################################################################
# Atomic force comparison (ordered by atom index).
################################################################################
# Col  Name   Description
################################################################################
# 1    fx     Force in x direction.
# 2    fy     Force in y direction.
# 3    fz     Force in z direction.
# 4    fxRef  Reference force in x direction.
# 5    fyRef  Reference force in y direction.
# 6    fzRef  Reference force in z direction.
# 7    fxDiff Difference between reference and NNP force in x dir.
# 8    fyDiff Difference between reference and NNP force in y dir.
# 9    fzDiff Difference between reference and NNP force in z dir.
########################################################################################################################################################
#              1                2                3                4                5                6                7                8                9
#             fx               fy               fz            fxRef            fyRef            fzRef           fxDiff           fyDiff           fzDiff
########################################################################################################################################################
 -6.72631681E-03   1.38464765E-02  -9.23078916E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00   6.72631681E-03  -1.38464765E-02   9.23078916E-03
  2.82243571E-03   1.10832363E-03   9.99968424E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00  -2.82243571E-03  -1.10832363E-03  -9.99968424E-03
  2.16102823E-03  -1.06548159E-02  -1.39724548E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00  -2.16102823E-03   1.06548159E-02   1.39724548E-03
 -2.85716044E-03  -1.83689660E-02  -7.24504307E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00   2.85716044E-03   1.83689660E-02   7.24504307E-03
 -7.27045353E-04   1.15548543E-02  -3.21605193E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00   7.27045353E-04  -1.15548543E-02   3.21605193E-03
  5.37334945E-03   6.21904617E-03   6.80208610E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00  -5.37334945E-03  -6.21904617E-03  -6.80208610E-03
  5.37315525E-03   6.21299337E-03   6.21446729E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00  -5.37315525E-03  -6.21299337E-03  -6.21446729E-03
 -2.08002066E-02  -2.79062467E-03  -9.84161092E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00   2.08002066E-02   2.79062467E-03   9.84161092E-03
  1.94678157E-02  -1.49993445E-03   7.92858460E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00  -1.94678157E-02   1.49993445E-03  -7.92858460E-03
  2.25796911E-02   7.55129850E-03  -4.90018719E-05   0.00000000E+00   0.00000000E+00   0.00000000E+00  -2.25796911E-02  -7.55129850E-03   4.90018719E-05
 -1.49833880E-02  -3.98964450E-04   6.31786934E-04   0.00000000E+00   0.00000000E+00   0.00000000E+00   1.49833880E-02   3.98964450E-04  -6.31786934E-04
 -7.29614550E-04  -2.71719698E-03   3.42292489E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00   7.29614550E-04   2.71719698E-03  -3.42292489E-03
  2.31968923E-02   1.50344474E-02  -8.95729805E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00  -2.31968923E-02  -1.50344474E-02   8.95729805E-03
 -1.45011364E-02  -6.39453436E-03   7.35211079E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00   1.45011364E-02   6.39453436E-03  -7.35211079E-03
 -8.77894661E-03  -1.28280872E-02   3.83100927E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00   8.77894661E-03   1.28280872E-02  -3.83100927E-03
  3.11197638E-02  -3.13626615E-02   3.10043444E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00  -3.11197638E-02   3.13626615E-02  -3.10043444E-02
 -2.15204605E-02   1.45655362E-02   1.15110109E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00   2.15204605E-02  -1.45655362E-02  -1.15110109E-02
 -1.58960865E-02   1.71491574E-02  -3.88620575E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00   1.58960865E-02  -1.71491574E-02   3.88620575E-02
 -1.07499522E-03  -3.26026406E-02  -2.05512399E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00   1.07499522E-03   3.26026406E-02   2.05512399E-02
 -1.50102270E-02   2.29019315E-02  -2.94021766E-04   0.00000000E+00   0.00000000E+00   0.00000000E+00   1.50102270E-02  -2.29019315E-02   2.94021766E-04
  1.69709192E-02   1.17650458E-02   1.28134562E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00  -1.69709192E-02  -1.17650458E-02  -1.28134562E-02
  3.66907001E-03   1.54560945E-02   5.30935042E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00  -3.66907001E-03  -1.54560945E-02  -5.30935042E-03
 -2.10432682E-03  -2.89892222E-03   9.05193754E-04   0.00000000E+00   0.00000000E+00   0.00000000E+00   2.10432682E-03   2.89892222E-03  -9.05193754E-04
  4.03283239E-03  -7.06088450E-03  -8.88364581E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00  -4.03283239E-03   7.06088450E-03   8.88364581E-03
  1.38703266E-02   3.74017863E-03   5.22616350E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00  -1.38703266E-02  -3.74017863E-03  -5.22616350E-03
 -1.99727308E-02  -1.08146034E-02  -3.01077610E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00   1.99727308E-02   1.08146034E-02   3.01077610E-03
  5.61799825E-03   7.10952015E-03  -8.88015624E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00  -5.61799825E-03  -7.10952015E-03   8.88015624E-03
 -1.88869145E-03   7.53589647E-03   3.25639705E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00   1.88869145E-03  -7.53589647E-03  -3.25639705E-02
 -4.76014296E-04  -4.51632990E-03  -2.51368855E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00   4.76014296E-04   4.51632990E-03   2.51368855E-02
 -2.74271512E-04   8.15468848E-04  -7.80138796E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00   2.74271512E-04  -8.15468848E-04   7.80138796E-03
 -3.18815269E-02   1.32936314E-03  -3.40073327E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00   3.18815269E-02  -1.32936314E-03   3.40073327E-02
  2.35165528E-02  -1.63093228E-02   2.62774132E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00  -2.35165528E-02   1.63093228E-02  -2.62774132E-02
  1.58394664E-02   1.72797729E-02   8.64134142E-04   0.00000000E+00   0.00000000E+00   0.00000000E+00  -1.58394664E-02  -1.72797729E-02  -8.64134142E-04
 -1.83626259E-03   1.18552787E-03  -6.27678806E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00   1.83626259E-03  -1.18552787E-03   6.27678806E-03
  3.23731099E-03   7.43865008E-03   5.66185014E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00  -3.23731099E-03  -7.43865008E-03  -5.66185014E-03
 -2.77708118E-03  -7.79521178E-03   7.91664664E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00   2.77708118E-03   7.79521178E-03  -7.91664664E-03
 -1.67073027E-02  -1.03621543E-02   1.28002278E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00   1.67073027E-02   1.03621543E-02  -1.28002278E-02
 -3.72219434E-03  -1.10235139E-02  -1.52360731E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00   3.72219434E-03   1.10235139E-02   1.52360731E-02
  2.20077429E-02   2.40969625E-02   1.58908825E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00  -2.20077429E-02  -2.40969625E-02  -1.58908825E-03
  7.55680062E-03  -9.77734538E-03  -4.75781707E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00  -7.55680062E-03   9.77734538E-03   4.75781707E-03
  2.72323011E-03  -2.14202807E-03   7.45882807E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00  -2.72323011E-03   2.14202807E-03  -7.45882807E-03
 -1.75018618E-02   2.65286765E-03   1.48847252E-04   0.00000000E+00   0.00000000E+00   0.00000000E+00   1.75018618E-02  -2.65286765E-03  -1.48847252E-04
 -6.12283022E-03   1.14279186E-02  -7.94008900E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00   6.12283022E-03  -1.14279186E-02   7.94008900E-03
  1.91377600E-03  -2.77249089E-02   1.44986138E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00  -1.91377600E-03   2.77249089E-02  -1.44986138E-02
  1.22527910E-02   1.66005263E-02  -1.88480360E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00  -1.22527910E-02  -1.66005263E-02   1.88480360E-03
 -3.63083090E-04  -2.21742053E-02   5.77334380E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00   3.63083090E-04   2.21742053E-02  -5.77334380E-03
 -7.24469783E-03   9.28494751E-03  -7.41274017E-04   0.00000000E+00   0.00000000E+00   0.00000000E+00   7.24469783E-03  -9.28494751E-03   7.41274017E-04
  2.94776215E-03   1.25073222E-02   2.84577303E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00  -2.94776215E-03  -1.25073222E-02  -2.84577303E-03
  1.06903095E-02  -2.05729805E-02  -1.05971859E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00  -1.06903095E-02   2.05729805E-02   1.05971859E-02
  4.10275343E-03   2.40811691E-02  -4.66287798E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00  -4.10275343E-03  -2.40811691E-02   4.66287798E-03
 -1.39451209E-02  -2.01927165E-03   1.36972437E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00   1.39451209E-02   2.01927165E-03  -1.36972437E-02
 -5.08151847E-03  -1.45448776E-02  -8.97298183E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00   5.08151847E-03   1.45448776E-02   8.97298183E-03
 -7.12144381E-03   8.56281079E-03   9.77709040E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00   7.12144381E-03  -8.56281079E-03  -9.77709040E-03
  1.66390800E-03   5.60396219E-03   3.54744150E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00  -1.66390800E-03  -5.60396219E-03  -3.54744150E-03
  3.09816347E-02  -1.98048831E-03  -8.39512261E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00  -3.09816347E-02   1.98048831E-03   8.39512261E-03
 -6.11879268E-03   7.38944845E-03  -9.88268234E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00   6.11879268E-03  -7.38944845E-03   9.88268234E-03
 -2.44663756E-02  -2.54800811E-03   1.21960653E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00   2.44663756E-02   2.54800811E-03  -1.21960653E-02
 -1.12507124E-02  -1.28284327E-02  -1.18768111E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00   1.12507124E-02   1.28284327E-02   1.18768111E-02
 -5.47435455E-04   1.27657930E-02   1.50064005E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00   5.47435455E-04  -1.27657930E-02  -1.50064005E-02
  1.64875631E-02   1.83207441E-03  -2.59177522E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00  -1.64875631E-02  -1.83207441E-03   2.59177522E-03
  1.99941968E-04  -1.47733411E-03   2.90736750E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00  -1.99941968E-04   1.47733411E-03  -2.90736750E-02
  4.73894457E-03  -6.91712999E-04  -1.87202371E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00  -4.73894457E-03   6.91712999E-04   1.87202371E-02
 -7.83831864E-04  -6.46713752E-04  -3.73936937E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00   7.83831864E-04   6.46713752E-04   3.73936937E-03
 -2.32510526E-03   8.69130193E-03  -3.53869680E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00   2.32510526E-03  -8.69130193E-03   3.53869680E-02
 -1.03868694E-02   7.06052701E-03   3.04445489E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00   1.03868694E-02  -7.06052701E-03  -3.04445489E-02
  9.35521492E-03  -8.99439215E-03   9.74568076E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00  -9.35521492E-03   8.99439215E-03  -9.74568076E-03
 -1.43629777E-02  -1.38938407E-02  -1.72879664E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00   1.43629777E-02   1.38938407E-02   1.72879664E-02
 -4.76586421E-04  -2.33895846E-03   8.70833073E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00   4.76586421E-04   2.33895846E-03  -8.70833073E-03
  6.69753043E-03   1.49053501E-02  -2.89226399E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00  -6.69753043E-03  -1.49053501E-02   2.89226399E-03
  1.36114419E-02   6.23052333E-03  -6.49173342E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00  -1.36114419E-02  -6.23052333E-03   6.49173342E-03
 -1.55669020E-02  -1.96102046E-02   1.48617472E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00   1.55669020E-02   1.96102046E-02  -1.48617472E-02
  2.10331678E-03   1.61143514E-02  -1.19779971E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00  -2.10331678E-03  -1.61143514E-02   1.19779971E-02
 -1.04397343E-02  -5.22549147E-03  -1.72121683E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00   1.04397343E-02   5.22549147E-03   1.72121683E-03
  1.05443510E-02   7.48386809E-03  -1.21289851E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00  -1.05443510E-02  -7.48386809E-03   1.21289851E-02
  1.58667460E-04   2.91037861E-03   1.01325039E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00  -1.58667460E-04  -2.91037861E-03  -1.01325039E-02
  9.65204274E-03   6.75547383E-03  -3.75152012E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00  -9.65204274E-03  -6.75547383E-03   3.75152012E-03
 -2.43703511E-03   5.66231010E-03  -5.88023284E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00   2.43703511E-03  -5.66231010E-03   5.88023284E-03
 -1.19998115E-02  -9.39336876E-03   1.68550912E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00   1.19998115E-02   9.39336876E-03  -1.68550912E-03
  2.57972788E-02   4.76426619E-02   2.31615919E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00  -2.57972788E-02  -4.76426619E-02  -2.31615919E-02
 -1.73766759E-02  -3.54874779E-02  -3.70773004E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00   1.73766759E-02   3.54874779E-02   3.70773004E-02
 -7.21002206E-03  -1.78264472E-02   1.41464396E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00   7.21002206E-03   1.78264472E-02  -1.41464396E-02
 -1.33853189E-02  -1.52493665E-02   7.52071971E-04   0.00000000E+00   0.00000000E+00   0.00000000E+00   1.33853189E-02   1.52493665E-02  -7.52071971E-04
 -1.75916357E-04  -4.25977581E-03   4.59760534E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00   1.75916357E-04   4.25977581E-03  -4.59760534E-03
  1.34414414E-02   5.13359462E-03  -8.00074408E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00  -1.34414414E-02  -5.13359462E-03   8.00074408E-03
  3.95012158E-02  -5.97078381E-03   2.14802312E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00  -3.95012158E-02   5.97078381E-03  -2.14802312E-02
 -4.42868912E-03  -2.87681916E-03  -7.09206730E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00   4.42868912E-03   2.87681916E-03   7.09206730E-03
 -2.28950534E-02   6.40499649E-03  -5.12293179E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00   2.28950534E-02  -6.40499649E-03   5.12293179E-03
  4.68445947E-03   1.03096304E-02  -3.45649510E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00  -4.68445947E-03  -1.03096304E-02   3.45649510E-02
  1.09307652E-02   3.53852813E-03  -4.85047955E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00  -1.09307652E-02  -3.53852813E-03   4.85047955E-03
 -1.53281805E-02  -9.97383445E-03   3.74979083E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00   1.53281805E-02   9.97383445E-03  -3.74979083E-02
 -2.49624126E-02  -2.56445813E-02   2.74735222E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00   2.49624126E-02   2.56445813E-02  -2.74735222E-02
  2.54358577E-02   2.20015420E-02  -3.37155098E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00  -2.54358577E-02  -2.20015420E-02   3.37155098E-02
 -8.18750398E-03   1.03883538E-02   1.65049411E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00   8.18750398E-03  -1.03883538E-02  -1.65049411E-02
  1.68849336E-03  -5.54936400E-04   1.25576503E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00  -1.68849336E-03   5.54936400E-04  -1.25576503E-02
 -2.97519475E-03   8.07048675E-03  -1.94381648E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00   2.97519475E-03  -8.07048675E-03   1.94381648E-03
  9.58613658E-03  -5.73029647E-03  -2.39713327E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00  -9.58613658E-03   5.73029647E-03   2.39713327E-03
 -6.37600460E-03   4.80101530E-03  -2.04082068E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00   6.37600460E-03  -4.80101530E-03   2.04082068E-02
  6.01374635E-03   1.93225667E-03   1.84451402E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00  -6.01374635E-03  -1.93225667E-03  -1.84451402E-02
  7.31889470E-03  -9.32458203E-03   6.23200526E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00  -7.31889470E-03   9.32458203E-03  -6.23200526E-03
 -3.38083257E-03   3.17836918E-02  -1.34622845E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00   3.38083257E-03  -3.17836918E-02   1.34622845E-02
 -1.08169142E-02  -4.51330535E-03   1.55199357E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00   1.08169142E-02   4.51330535E-03  -1.55199357E-02
  1.50845310E-02  -2.44347840E-02  -6.97519528E-04   0.00000000E+00   0.00000000E+00   0.00000000E+00  -1.50845310E-02   2.44347840E-02   6.97519528E-04
 -1.02104860E-02  -9.74437355E-03  -8.31607046E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00   1.02104860E-02   9.74437355E-03   8.31607046E-03
  7.80027514E-03   1.44271296E-02   1.08207132E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00  -7.80027514E-03  -1.44271296E-02  -1.08207132E-02
  7.42331683E-04  -7.24464953E-03  -5.16453952E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00  -7.42331683E-04   7.24464953E-03   5.16453952E-03
  1.66058746E-02  -1.14593319E-02  -2.12137176E-04   0.00000000E+00   0.00000000E+00   0.00000000E+00  -1.66058746E-02   1.14593319E-02   2.12137176E-04
  2.84640194E-03  -3.08683182E-03   8.99476148E-04   0.00000000E+00   0.00000000E+00   0.00000000E+00  -2.84640194E-03   3.08683182E-03  -8.99476148E-04
 -1.28892034E-02   9.77073588E-03  -1.42583610E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00   1.28892034E-02  -9.77073588E-03   1.42583610E-03
 -2.25367116E-02  -2.37895875E-02  -1.48686527E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00   2.25367116E-02   2.37895875E-02   1.48686527E-02
  8.65788073E-03   1.66773828E-04  -7.81136664E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00  -8.65788073E-03  -1.66773828E-04   7.81136664E-03
  4.21896048E-03   2.05980230E-02   1.61976863E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00  -4.21896048E-03  -2.05980230E-02  -1.61976863E-02
 -1.32448304E-02   1.39106110E-02   1.96814430E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00   1.32448304E-02  -1.39106110E-02  -1.96814430E-03
  1.69412829E-03  -1.14479389E-02  -3.68681108E-04   0.00000000E+00   0.00000000E+00   0.00000000E+00  -1.69412829E-03   1.14479389E-02   3.68681108E-04
  1.17288985E-02  -5.44756073E-03  -8.98387979E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00  -1.17288985E-02   5.44756073E-03   8.98387979E-03
 -3.44783948E-03   4.13101805E-02   3.08300912E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00   3.44783948E-03  -4.13101805E-02  -3.08300912E-02
  2.41371296E-03  -6.07838249E-03   4.75032168E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00  -2.41371296E-03   6.07838249E-03  -4.75032168E-03
 -5.10261246E-03  -2.72672082E-02  -3.54045296E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00   5.10261246E-03   2.72672082E-02   3.54045296E-02
 -2.77182329E-02  -4.95449212E-03  -1.04365338E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00   2.77182329E-02   4.95449212E-03   1.04365338E-02
 -6.58762756E-03   4.32983847E-04   6.40356640E-04   0.00000000E+00   0.00000000E+00   0.00000000E+00   6.58762756E-03  -4.32983847E-04  -6.40356640E-04
  3.23040717E-02   4.53001113E-03   1.34200358E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00  -3.23040717E-02  -4.53001113E-03  -1.34200358E-02
  1.53874589E-02   2.48444820E-02  -6.57598790E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00  -1.53874589E-02  -2.48444820E-02   6.57598790E-03
 -5.73977181E-03  -7.66206932E-04   6.56824904E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00   5.73977181E-03   7.66206932E-04  -6.56824904E-03
 -9.17328795E-03  -2.40595424E-02   2.24938785E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00   9.17328795E-03   2.40595424E-02  -2.24938785E-03
 -3.50603655E-02   4.79286038E-02  -8.07116647E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00   3.50603655E-02  -4.79286038E-02   8.07116647E-03
 -9.57948658E-03  -1.88514782E-03  -8.66079246E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00   9.57948658E-03   1.88514782E-03   8.66079246E-03
  4.14118917E-02  -4.71740115E-02   1.96873186E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00  -4.14118917E-02   4.71740115E-02  -1.96873186E-02
 -1.19602889E-02  -1.67406609E-02  -6.51035176E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00   1.19602889E-02   1.67406609E-02   6.51035176E-02
 -4.91271725E-03  -3.54793030E-03   8.91872121E-04   0.00000000E+00   0.00000000E+00   0.00000000E+00   4.91271725E-03   3.54793030E-03  -8.91872121E-04
  1.42375422E-02   1.89921036E-02   6.63222302E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00  -1.42375422E-02  -1.89921036E-02  -6.63222302E-02
 -3.00480963E-02   2.87138539E-02   1.29893811E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00   3.00480963E-02  -2.87138539E-02  -1.29893811E-02
  8.86710006E-03  -1.49320517E-02  -2.36393048E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00  -8.86710006E-03   1.49320517E-02   2.36393048E-02
  1.99577383E-02  -1.68527783E-02   7.76749865E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00  -1.99577383E-02   1.68527783E-02  -7.76749865E-03
 -8.54875313E-03   2.45240014E-02  -1.98172439E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00   8.54875313E-03  -2.45240014E-02   1.98172439E-03
  1.15371105E-02  -1.42387107E-02   2.37648342E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00  -1.15371105E-02   1.42387107E-02  -2.37648342E-03
  2.14080561E-03  -7.90068921E-03  -1.91839812E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00  -2.14080561E-03   7.90068921E-03   1.91839812E-03
 -3.36992436E-03   2.53877642E-02   2.86798621E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00   3.36992436E-03  -2.53877642E-02  -2.86798621E-02
 -1.33307755E-02  -1.05124201E-02  -3.29757080E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00   1.33307755E-02   1.05124201E-02   3.29757080E-02
  1.85098333E-02  -1.44657051E-02   1.13053647E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00  -1.85098333E-02   1.44657051E-02  -1.13053647E-03
  2.53669767E-02  -9.75975231E-03  -4.57894528E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00  -2.53669767E-02   9.75975231E-03   4.57894528E-02
 -1.97820790E-02   1.35031259E-02   5.70850263E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00   1.97820790E-02  -1.35031259E-02  -5.70850263E-03
 -3.04613538E-03  -3.82908187E-03   4.20888364E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00   3.04613538E-03   3.82908187E-03  -4.20888364E-02
 -5.52364224E-03   5.26077513E-04   4.74023087E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00   5.52364224E-03  -5.26077513E-04  -4.74023087E-03
 -5.46868023E-03   1.63600211E-02  -2.89683749E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00   5.46868023E-03  -1.63600211E-02   2.89683749E-03
  7.48535276E-03  -2.44800708E-02  -1.19127590E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00  -7.48535276E-03   2.44800708E-02   1.19127590E-02
 -4.28374593E-03   7.46462140E-03   8.09201517E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00   4.28374593E-03  -7.46462140E-03  -8.09201517E-03
 -7.02369235E-03   5.97616166E-03  -2.90184997E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00   7.02369235E-03  -5.97616166E-03   2.90184997E-03
  1.67907982E-02  -1.16742349E-02  -7.98708011E-04   0.00000000E+00   0.00000000E+00   0.00000000E+00  -1.67907982E-02   1.16742349E-02   7.98708011E-04
 -3.51691087E-02   3.56484497E-02   2.32579776E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00   3.51691087E-02  -3.56484497E-02  -2.32579776E-02
  9.94632924E-03  -2.58210903E-02   6.98949319E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00  -9.94632924E-03   2.58210903E-02  -6.98949319E-03
  2.28959013E-02  -2.81353859E-03  -2.76066006E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00  -2.28959013E-02   2.81353859E-03   2.76066006E-02
  1.11073964E-02  -5.54978470E-03   3.70255799E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00  -1.11073964E-02   5.54978470E-03  -3.70255799E-03
 -1.90629084E-03  -1.18345135E-02  -6.81641513E-04   0.00000000E+00   0.00000000E+00   0.00000000E+00   1.90629084E-03   1.18345135E-02   6.81641513E-04
 -5.11980887E-04   1.11626025E-02   4.44256918E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00   5.11980887E-04  -1.11626025E-02  -4.44256918E-03
 -5.17700230E-03  -5.73391131E-03  -6.18226968E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00   5.17700230E-03   5.73391131E-03   6.18226968E-03
 -3.34190182E-03   4.96553841E-04  -8.58564452E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00   3.34190182E-03  -4.96553841E-04   8.58564452E-03
  1.07699789E-02   7.48962321E-03   1.49514935E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00  -1.07699789E-02  -7.48962321E-03  -1.49514935E-02
  1.42892042E-02   3.37559187E-03  -1.15636539E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00  -1.42892042E-02  -3.37559187E-03   1.15636539E-02
 -5.61468342E-03   7.77809415E-03   6.00845476E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00   5.61468342E-03  -7.77809415E-03  -6.00845476E-03
 -1.24210789E-02  -1.08593222E-02   7.12067584E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00   1.24210789E-02   1.08593222E-02  -7.12067584E-03
 -1.55251296E-02   1.93164902E-02  -2.41730601E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00   1.55251296E-02  -1.93164902E-02   2.41730601E-02
  5.12139971E-03  -9.15370039E-03   1.16607924E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00  -5.12139971E-03   9.15370039E-03  -1.16607924E-02
