################################################################################
# Atomic force comparison (ordered by atom index).
################################################################################
# Col  Name   Description
################################################################################
# 1    fx     Force in x direction.
# 2    fy     Force in y direction.
# 3    fz     Force in z direction.
# 4    fxRef  Reference force in x direction.
# 5    fyRef  Reference force in y direction.
# 6    fzRef  Reference force in z direction.
# 7    fxDiff Difference between reference and NNP force in x dir.
# 8    fyDiff Difference between reference and NNP force in y dir.
# 9    fzDiff Difference between reference and NNP force in z dir.
########################################################################################################################################################
#              1                2                3                4                5                6                7                8                9
#             fx               fy               fz            fxRef            fyRef            fzRef           fxDiff           fyDiff           fzDiff
########################################################################################################################################################
  1.26799211E-02   1.55813909E-03  -2.76330205E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00  -1.26799211E-02  -1.55813909E-03   2.76330205E-02
 -6.20615810E-03  -8.00516968E-03  -9.60060172E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00   6.20615810E-03   8.00516968E-03   9.60060172E-03
 -6.50916174E-03   4.63282133E-03   3.65446847E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00   6.50916174E-03  -4.63282133E-03  -3.65446847E-02
 -3.45553093E-03  -1.65839124E-02   2.46795251E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00   3.45553093E-03   1.65839124E-02  -2.46795251E-02
 -1.76770008E-03  -6.10420964E-04  -5.65903895E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00   1.76770008E-03   6.10420964E-04   5.65903895E-03
  6.00346359E-03   1.93807852E-02  -1.12777657E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00  -6.00346359E-03  -1.93807852E-02   1.12777657E-02
 -6.71480579E-04   3.01525673E-03  -2.40828033E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00   6.71480579E-04  -3.01525673E-03   2.40828033E-02
  3.53861768E-03   7.65330104E-03   1.12327398E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00  -3.53861768E-03  -7.65330104E-03  -1.12327398E-02
  2.66823428E-03  -8.43859406E-03   6.27215691E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00  -2.66823428E-03   8.43859406E-03  -6.27215691E-03
 -2.76816298E-03   3.13783207E-02  -3.67826445E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00   2.76816298E-03  -3.13783207E-02   3.67826445E-02
  5.71989339E-03  -3.41834935E-02   8.61113987E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00  -5.71989339E-03   3.41834935E-02  -8.61113987E-03
  3.74226752E-03  -1.32465189E-03   2.49025619E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00  -3.74226752E-03   1.32465189E-03  -2.49025619E-02
  1.11653088E-02   7.66964387E-03  -6.08110505E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00  -1.11653088E-02  -7.66964387E-03   6.08110505E-02
  7.05063258E-03  -1.70598733E-02   1.85893131E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00  -7.05063258E-03   1.70598733E-02  -1.85893131E-02
 -1.46803733E-02   1.24739154E-02   4.08204067E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00   1.46803733E-02  -1.24739154E-02  -4.08204067E-02
 -2.21358900E-02  -2.71716847E-02  -8.55940020E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00   2.21358900E-02   2.71716847E-02   8.55940020E-03
  1.25378240E-03  -1.99890862E-03  -6.40808756E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00  -1.25378240E-03   1.99890862E-03   6.40808756E-03
  1.87941145E-02   3.52409839E-02   5.83350141E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00  -1.87941145E-02  -3.52409839E-02  -5.83350141E-03
 -4.17532235E-02  -1.84668889E-02  -5.09076488E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00   4.17532235E-02   1.84668889E-02   5.09076488E-02
  2.89120026E-02   3.32180852E-02   4.12570681E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00  -2.89120026E-02  -3.32180852E-02  -4.12570681E-02
  1.42139908E-02  -1.83969889E-02   5.73428756E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00  -1.42139908E-02   1.83969889E-02  -5.73428756E-03
 -1.63935110E-02   3.51171985E-02  -9.04350103E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00   1.63935110E-02  -3.51171985E-02   9.04350103E-03
 -1.01593264E-03  -2.57850459E-02   1.07302120E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00   1.01593264E-03   2.57850459E-02  -1.07302120E-03
  2.34889309E-02  -5.62016732E-03   1.21592129E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00  -2.34889309E-02   5.62016732E-03  -1.21592129E-02
 -1.84377196E-02  -1.20015772E-02  -2.90899228E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00   1.84377196E-02   1.20015772E-02   2.90899228E-02
 -3.09854979E-03  -9.50949559E-04   3.58159332E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00   3.09854979E-03   9.50949559E-04  -3.58159332E-03
  1.89128035E-02   7.44074606E-03   2.31917217E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00  -1.89128035E-02  -7.44074606E-03  -2.31917217E-02
  2.13468697E-02  -4.06789047E-02   3.35738797E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00  -2.13468697E-02   4.06789047E-02  -3.35738797E-02
  2.45968308E-04   2.98370313E-02  -1.01480289E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00  -2.45968308E-04  -2.98370313E-02   1.01480289E-02
 -1.97130798E-02   9.99254202E-03  -3.30245234E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00   1.97130798E-02  -9.99254202E-03   3.30245234E-02
 -1.17534281E-02   1.49882590E-02   1.05762619E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00   1.17534281E-02  -1.49882590E-02  -1.05762619E-02
  6.52198782E-03  -9.99351303E-03   9.13154996E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00  -6.52198782E-03   9.99351303E-03  -9.13154996E-03
  5.86029497E-03  -4.03112924E-03  -1.56237196E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00  -5.86029497E-03   4.03112924E-03   1.56237196E-02
 -2.08121347E-02  -1.69269828E-02   6.40131382E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00   2.08121347E-02   1.69269828E-02  -6.40131382E-03
  2.04473538E-02   1.94388336E-02  -1.03631311E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00  -2.04473538E-02  -1.94388336E-02   1.03631311E-02
  4.39922693E-03   5.34575522E-03  -5.60095841E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00  -4.39922693E-03  -5.34575522E-03   5.60095841E-03
  1.07341791E-02  -3.90626999E-03   6.30642196E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00  -1.07341791E-02   3.90626999E-03  -6.30642196E-03
 -3.00007739E-03  -1.15395103E-02  -6.00348707E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00   3.00007739E-03   1.15395103E-02   6.00348707E-03
 -4.07110299E-03   1.36942374E-02   2.93974978E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00   4.07110299E-03  -1.36942374E-02  -2.93974978E-03
 -4.93204717E-03  -1.23015618E-02  -1.08711454E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00   4.93204717E-03   1.23015618E-02   1.08711454E-02
 -3.23646043E-03   2.41749296E-02   1.29566172E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00   3.23646043E-03  -2.41749296E-02  -1.29566172E-02
  9.84277952E-03  -8.15308250E-03   2.87682664E-04   0.00000000E+00   0.00000000E+00   0.00000000E+00  -9.84277952E-03   8.15308250E-03  -2.87682664E-04
  1.41263189E-02   4.21552515E-02   2.59871340E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00  -1.41263189E-02  -4.21552515E-02  -2.59871340E-02
  1.47162596E-03   4.65346433E-03  -7.96698958E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00  -1.47162596E-03  -4.65346433E-03   7.96698958E-03
 -3.09225830E-03  -4.28959237E-02  -1.62169142E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00   3.09225830E-03   4.28959237E-02   1.62169142E-02
  2.20230081E-03   2.12051567E-03   1.80702714E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00  -2.20230081E-03  -2.12051567E-03  -1.80702714E-02
 -7.86989717E-03   1.10644531E-03  -2.48751694E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00   7.86989717E-03  -1.10644531E-03   2.48751694E-03
  2.58888795E-03  -4.61696502E-03  -9.49591014E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00  -2.58888795E-03   4.61696502E-03   9.49591014E-03
 -3.84862203E-02  -3.46766607E-02  -1.15113072E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00   3.84862203E-02   3.46766607E-02   1.15113072E-03
  3.23350262E-02   5.43373664E-03   1.36617767E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00  -3.23350262E-02  -5.43373664E-03  -1.36617767E-02
  3.27908992E-03   2.48921264E-02  -1.25682591E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00  -3.27908992E-03  -2.48921264E-02   1.25682591E-02
  2.50305004E-03   1.89112658E-03   1.86299706E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00  -2.50305004E-03  -1.89112658E-03  -1.86299706E-02
 -1.39436865E-02   7.65349816E-03  -7.91334284E-04   0.00000000E+00   0.00000000E+00   0.00000000E+00   1.39436865E-02  -7.65349816E-03   7.91334284E-04
  4.37616350E-03  -8.42069348E-03  -1.50461246E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00  -4.37616350E-03   8.42069348E-03   1.50461246E-02
 -1.94969591E-02  -1.36645521E-04  -2.51309415E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00   1.94969591E-02   1.36645521E-04   2.51309415E-02
  1.24927039E-02  -6.41153914E-03   2.09072139E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00  -1.24927039E-02   6.41153914E-03  -2.09072139E-02
  8.52782430E-03   8.00644935E-03   7.20696423E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00  -8.52782430E-03  -8.00644935E-03  -7.20696423E-03
  4.06565423E-03  -8.31181641E-03  -1.09825465E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00  -4.06565423E-03   8.31181641E-03   1.09825465E-02
 -1.46181143E-02  -1.49329168E-03  -1.01187925E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00   1.46181143E-02   1.49329168E-03   1.01187925E-02
  1.10594181E-02   8.95589788E-03   2.22802780E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00  -1.10594181E-02  -8.95589788E-03  -2.22802780E-02
 -8.91536729E-03   1.80909939E-02   1.57166934E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00   8.91536729E-03  -1.80909939E-02  -1.57166934E-02
 -1.36114469E-02  -6.57227917E-03  -1.73786284E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00   1.36114469E-02   6.57227917E-03   1.73786284E-02
  1.92585138E-02  -1.48825873E-02   3.66797719E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00  -1.92585138E-02   1.48825873E-02  -3.66797719E-03
 -6.75743830E-03   6.26319631E-03   1.14029533E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00   6.75743830E-03  -6.26319631E-03  -1.14029533E-02
 -2.10240808E-03   1.45472722E-03   9.09015402E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00   2.10240808E-03  -1.45472722E-03  -9.09015402E-03
  9.36152115E-03  -1.05584714E-02  -2.72016900E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00  -9.36152115E-03   1.05584714E-02   2.72016900E-02
  1.07352890E-02   1.15071243E-02   2.59270326E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00  -1.07352890E-02  -1.15071243E-02  -2.59270326E-03
  3.00820675E-03   1.10469383E-03  -1.96030607E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00  -3.00820675E-03  -1.10469383E-03   1.96030607E-03
 -5.63510936E-03  -1.46929072E-02  -7.17626043E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00   5.63510936E-03   1.46929072E-02   7.17626043E-03
  5.72763874E-03   2.02695285E-02   8.14179255E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00  -5.72763874E-03  -2.02695285E-02  -8.14179255E-03
 -1.00519926E-02  -1.58866956E-02  -1.83853155E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00   1.00519926E-02   1.58866956E-02   1.83853155E-03
  6.08935114E-03  -1.28713754E-02   6.56593598E-04   0.00000000E+00   0.00000000E+00   0.00000000E+00  -6.08935114E-03   1.28713754E-02  -6.56593598E-04
  3.86667605E-02   1.67540471E-03  -1.30408760E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00  -3.86667605E-02  -1.67540471E-03   1.30408760E-02
 -7.44549851E-03   8.66843181E-04   8.20459394E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00   7.44549851E-03  -8.66843181E-04  -8.20459394E-03
 -2.74053376E-02  -5.10164101E-03   4.55723108E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00   2.74053376E-02   5.10164101E-03  -4.55723108E-03
  4.66969464E-03  -7.35452084E-03  -8.19797668E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00  -4.66969464E-03   7.35452084E-03   8.19797668E-03
 -9.93479885E-03  -3.78837150E-03   1.72315125E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00   9.93479885E-03   3.78837150E-03  -1.72315125E-02
 -1.27968120E-03   1.28948877E-02  -7.35118960E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00   1.27968120E-03  -1.28948877E-02   7.35118960E-03
 -2.33484282E-02  -1.50032941E-02  -1.80232441E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00   2.33484282E-02   1.50032941E-02   1.80232441E-02
  5.28660091E-04   9.06874360E-04   1.21362762E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00  -5.28660091E-04  -9.06874360E-04  -1.21362762E-02
  1.95050873E-02   9.90678682E-03   6.65044996E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00  -1.95050873E-02  -9.90678682E-03  -6.65044996E-03
 -1.85052135E-02   2.96934691E-02  -2.91210317E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00   1.85052135E-02  -2.96934691E-02   2.91210317E-02
  1.44077634E-02  -2.98229523E-02   2.40926762E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00  -1.44077634E-02   2.98229523E-02  -2.40926762E-02
  3.79888038E-03  -3.21891020E-03  -7.83167390E-04   0.00000000E+00   0.00000000E+00   0.00000000E+00  -3.79888038E-03   3.21891020E-03   7.83167390E-04
 -5.77025176E-04   1.53270885E-03   8.80073075E-04   0.00000000E+00   0.00000000E+00   0.00000000E+00   5.77025176E-04  -1.53270885E-03  -8.80073075E-04
  9.13226785E-03   3.69293960E-03  -3.61111092E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00  -9.13226785E-03  -3.69293960E-03   3.61111092E-03
 -3.47745250E-03  -1.51123705E-03   7.58893198E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00   3.47745250E-03   1.51123705E-03  -7.58893198E-03
  1.11964631E-02  -3.34926745E-02   3.23243629E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00  -1.11964631E-02   3.34926745E-02  -3.23243629E-02
  1.74264903E-03   2.75132297E-02   5.97787257E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00  -1.74264903E-03  -2.75132297E-02  -5.97787257E-03
 -8.77370196E-03   1.14752343E-02  -3.42108371E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00   8.77370196E-03  -1.14752343E-02   3.42108371E-02
  8.92122253E-03  -7.35197668E-03  -4.85107833E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00  -8.92122253E-03   7.35197668E-03   4.85107833E-02
  3.03324452E-02   2.16056129E-03   1.99526841E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00  -3.03324452E-02  -2.16056129E-03  -1.99526841E-02
 -3.45104492E-02   4.88940653E-03   1.97909014E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00   3.45104492E-02  -4.88940653E-03  -1.97909014E-02
 -4.74615239E-02   3.21019869E-04  -1.80792557E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00   4.74615239E-02  -3.21019869E-04   1.80792557E-02
  1.27394608E-02  -1.51515868E-02  -1.01114558E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00  -1.27394608E-02   1.51515868E-02   1.01114558E-02
  2.49879559E-02   1.09664519E-02   2.98392776E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00  -2.49879559E-02  -1.09664519E-02  -2.98392776E-02
 -1.26104048E-03   2.04263569E-03   1.56969386E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00   1.26104048E-03  -2.04263569E-03  -1.56969386E-02
  1.30498059E-03   2.76924583E-03  -1.13888240E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00  -1.30498059E-03  -2.76924583E-03   1.13888240E-02
 -1.88458095E-03   1.21112419E-04  -4.63586752E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00   1.88458095E-03  -1.21112419E-04   4.63586752E-03
  1.85924939E-03   1.62700724E-02  -7.22360765E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00  -1.85924939E-03  -1.62700724E-02   7.22360765E-03
  1.02694834E-03  -1.50065165E-03  -7.70102327E-04   0.00000000E+00   0.00000000E+00   0.00000000E+00  -1.02694834E-03   1.50065165E-03   7.70102327E-04
 -1.57626734E-03  -1.51951094E-02   7.88561094E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00   1.57626734E-03   1.51951094E-02  -7.88561094E-03
  8.71645854E-03  -1.45328915E-02  -1.20002062E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00  -8.71645854E-03   1.45328915E-02   1.20002062E-02
  5.77559048E-03   4.56196987E-03   1.68506051E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00  -5.77559048E-03  -4.56196987E-03  -1.68506051E-02
 -1.30259880E-02   1.12741531E-02  -5.97120744E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00   1.30259880E-02  -1.12741531E-02   5.97120744E-03
  1.89071073E-02  -4.10649671E-03  -3.36875815E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00  -1.89071073E-02   4.10649671E-03   3.36875815E-03
 -7.02167526E-03  -5.62501143E-04   6.32959760E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00   7.02167526E-03   5.62501143E-04  -6.32959760E-03
 -1.94374460E-02   6.36638512E-03   6.12748492E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00   1.94374460E-02  -6.36638512E-03  -6.12748492E-03
  3.44679600E-02  -1.62580388E-02   1.88405821E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00  -3.44679600E-02   1.62580388E-02  -1.88405821E-02
 -2.31532833E-02   6.51401641E-03  -3.36245955E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00   2.31532833E-02  -6.51401641E-03   3.36245955E-02
 -1.59786374E-02   1.02188786E-02   1.18321600E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00   1.59786374E-02  -1.02188786E-02  -1.18321600E-02
  1.19298070E-03  -1.02452230E-02   4.52241491E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00  -1.19298070E-03   1.02452230E-02  -4.52241491E-03
 -1.34757519E-02   2.37137011E-03  -1.70735622E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00   1.34757519E-02  -2.37137011E-03   1.70735622E-03
  1.33290259E-02   3.55373057E-03  -3.41602953E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00  -1.33290259E-02  -3.55373057E-03   3.41602953E-03
  1.38555083E-03  -1.46749905E-02  -7.63033627E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00  -1.38555083E-03   1.46749905E-02   7.63033627E-03
 -8.21543920E-03   1.30445568E-02  -1.56343178E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00   8.21543920E-03  -1.30445568E-02   1.56343178E-03
  7.46042770E-03   1.19583773E-03   9.09391066E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00  -7.46042770E-03  -1.19583773E-03  -9.09391066E-03
  1.27230771E-03   4.57858060E-02   6.32303394E-03   0.00000000E+00   0.00000000E+00   0.00000000E+00  -1.27230771E-03  -4.57858060E-02  -6.32303394E-03
 -3.61877792E-03  -1.80408558E-02   1.02690451E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00   3.61877792E-03   1.80408558E-02  -1.02690451E-02
 -2.00609600E-03  -2.22010515E-02  -1.79716289E-02   0.00000000E+00   0.00000000E+00   0.00000000E+00   2.00609600E-03   2.22010515E-02   1.79716289E-02
