begin
comment source_file_name=OUTCAR_6_1
lattice 15.594764320 0.000000000 0.000000000
lattice 0.000000000 12.155855908 0.000000000
lattice -6.126368446 0.000000000 12.368579086
atom 9.63890 0.96312 10.51091 S 0.0 0.0 0.350210 -0.554056 0.113180
atom -3.00763 6.95453 7.97469 S 0.0 0.0 -0.752995 0.652737 -0.990832
atom -0.27520 11.31741 1.87879 S 0.0 0.0 0.141941 -0.154466 -0.838454
atom 12.83483 4.97391 4.57177 S 0.0 0.0 -0.160867 -0.271579 0.083792
atom -2.11030 0.79776 4.27963 S 0.0 0.0 -0.838203 0.531100 0.027313
atom -0.24651 7.77005 2.23788 S 0.0 0.0 0.272415 -0.988896 -0.541814
atom -3.21096 11.38980 7.66647 S 0.0 0.0 0.215740 -0.090022 0.738258
atom 9.82484 4.70192 10.30542 S 0.0 0.0 0.089792 0.445747 0.462798
atom 9.62785 1.12949 6.66571 S 0.0 0.0 -0.426435 -0.486012 -0.263742
atom -3.37275 6.87430 11.94513 S 0.0 0.0 0.621769 -0.117179 0.712745
atom 0.46861 10.82795 6.00841 S 0.0 0.0 0.371337 -0.883786 1.682212
atom 12.43163 5.26750 0.42978 S 0.0 0.0 -0.357114 -0.926522 -1.411186
atom 12.21606 1.00390 0.12092 S 0.0 0.0 -0.357790 -0.594407 0.510448
atom 0.13736 6.66514 6.39415 S 0.0 0.0 0.695648 -0.333962 0.299355
atom -2.84095 10.84000 12.22732 S 0.0 0.0 -0.672717 -1.409009 0.517012
atom 9.38344 4.90882 6.34489 S 0.0 0.0 0.055830 0.454730 -0.205986
atom 3.07808 1.39839 7.66418 S 0.0 0.0 0.244107 -0.111242 0.370838
atom 3.16249 7.32809 10.98372 S 0.0 0.0 -0.714034 -0.950478 -0.111294
atom 6.31273 11.12718 5.14045 S 0.0 0.0 -0.274480 0.662357 -0.306943
atom 5.85868 4.64735 1.18800 S 0.0 0.0 0.782752 -0.045454 -0.180128
atom 6.58355 0.54045 1.55272 S 0.0 0.0 0.087304 0.415076 -0.680424
atom 6.25457 7.25608 5.22585 S 0.0 0.0 -0.147039 -0.567389 -0.019753
atom 2.91569 11.23516 10.86736 S 0.0 0.0 0.209372 0.036625 0.859137
atom 3.52214 5.52811 7.31099 S 0.0 0.0 0.111239 -0.729708 0.189434
atom -0.26421 0.60508 9.68063 S 0.0 0.0 0.154653 0.337527 -0.335222
atom 7.00375 6.81245 9.22905 S 0.0 0.0 -0.800917 0.279124 0.382910
atom 9.50698 10.85115 2.98481 S 0.0 0.0 0.207452 0.400685 -0.237485
atom 2.86852 5.14912 3.42989 S 0.0 0.0 0.958484 -0.292527 0.253351
atom 3.33036 1.37921 3.07273 S 0.0 0.0 -0.147258 -0.437699 1.521814
atom 9.75984 6.77951 2.40684 S 0.0 0.0 -0.051671 0.134460 0.703435
atom 6.63744 11.19827 8.93785 S 0.0 0.0 -0.218518 0.452267 -0.394139
atom -0.29301 4.68877 10.03355 S 0.0 0.0 0.167882 -0.157980 -0.194136
atom 6.38348 3.00550 8.80720 S 0.0 0.0 0.396542 -0.367888 -0.069142
atom -0.00145 8.77276 9.69386 S 0.0 0.0 -0.630931 -0.354581 -0.138339
atom 3.32647 9.05424 3.41360 S 0.0 0.0 0.470596 0.259571 -0.307733
atom 9.72993 3.10925 2.99770 S 0.0 0.0 0.117259 0.016193 1.507463
atom 6.18881 3.07866 5.12600 S 0.0 0.0 -0.620834 -0.750541 0.247720
atom 6.62155 9.17688 1.21793 S 0.0 0.0 -0.043947 -0.216793 -0.620279
atom 3.68682 9.21703 7.64680 S 0.0 0.0 -0.582258 -0.171337 0.057281
atom 3.43916 3.43558 11.20238 S 0.0 0.0 -0.561531 -0.805216 -0.194839
