################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -1.5291125647377135E+00 a         1     0     1     1     1
  4.8941164600852849E+00 a         2     0     1     1     2
 -1.6469277518153746E+01 a         3     0     1     1     3
  9.3464593610670370E+00 a         4     0     1     1     4
 -9.1766990158742079E+00 a         5     0     1     1     5
 -7.4138470381520953E+00 a         6     0     1     1     6
  9.4372339261784632E-01 a         7     0     1     1     7
  8.5526346644631381E+00 a         8     0     1     1     8
  2.4843297941317153E+00 a         9     0     1     1     9
  9.2051940446694114E-01 a        10     0     1     1    10
  2.5950406367783190E+00 a        11     0     1     1    11
  5.8577596799733218E+00 a        12     0     1     1    12
  3.1009420794845419E+00 a        13     0     1     1    13
 -8.9791935296470342E+00 a        14     0     1     1    14
 -8.1751091176467146E+00 a        15     0     1     1    15
 -1.2619434052408995E+01 a        16     0     1     1    16
 -2.0717905810964456E+01 a        17     0     1     1    17
 -4.5863690679420133E+00 a        18     0     1     1    18
  1.2729334422050142E+01 a        19     0     1     1    19
  1.3756988839635900E+01 a        20     0     1     1    20
  1.0727727778278526E+01 a        21     0     1     1    21
  1.4204001623378012E+01 a        22     0     1     1    22
  3.8516365427557107E+00 a        23     0     1     1    23
  2.2773193332610373E+00 a        24     0     1     1    24
  8.1032865253873236E+00 a        25     0     1     1    25
  2.8416128403455621E+00 a        26     0     2     1     1
  2.7517566180611825E+00 a        27     0     2     1     2
  2.2140744553823630E+00 a        28     0     2     1     3
 -1.3745935938357789E+00 a        29     0     2     1     4
  5.2246992458665416E+00 a        30     0     2     1     5
  9.4791657865247725E+00 a        31     0     2     1     6
  1.5523740885540910E-01 a        32     0     2     1     7
 -9.2405133690500225E+00 a        33     0     2     1     8
 -9.8757519660631079E+00 a        34     0     2     1     9
  9.0790561831707806E-02 a        35     0     2     1    10
 -5.6399363562884837E+00 a        36     0     2     1    11
  4.0991367982650813E+00 a        37     0     2     1    12
 -2.2824268140662554E+01 a        38     0     2     1    13
  1.2108080338939310E+01 a        39     0     2     1    14
  1.3482349498994678E+01 a        40     0     2     1    15
  7.6391741299165554E+00 a        41     0     2     1    16
  1.3508197164083491E+01 a        42     0     2     1    17
  5.6693857166351478E+00 a        43     0     2     1    18
 -1.7535047188442874E+01 a        44     0     2     1    19
 -1.1526524532008924E+01 a        45     0     2     1    20
 -1.2397725073717010E+00 a        46     0     2     1    21
 -2.1789900574242743E+01 a        47     0     2     1    22
  6.6603941660333881E+00 a        48     0     2     1    23
  8.6913560716304410E+00 a        49     0     2     1    24
 -1.3169815880547517E+01 a        50     0     2     1    25
 -2.1293094665492185E+00 a        51     0     3     1     1
 -4.3535914299560270E+00 a        52     0     3     1     2
  2.2512315123027285E+01 a        53     0     3     1     3
 -2.2015110854969091E+01 a        54     0     3     1     4
  8.9635117687491395E+00 a        55     0     3     1     5
  8.0699752599519350E+00 a        56     0     3     1     6
  2.4268177618207241E+00 a        57     0     3     1     7
 -4.4462063091756168E+00 a        58     0     3     1     8
 -2.0794088859281387E-01 a        59     0     3     1     9
  1.0532710811564059E+00 a        60     0     3     1    10
 -9.7190030919083288E+00 a        61     0     3     1    11
 -1.5674891463874149E+01 a        62     0     3     1    12
  4.2902789397156853E-02 a        63     0     3     1    13
  1.8257636409438316E+01 a        64     0     3     1    14
  1.1181213470869650E+01 a        65     0     3     1    15
  1.4862896133446190E+01 a        66     0     3     1    16
  2.1432202487656649E+01 a        67     0     3     1    17
  2.6284764500966959E+00 a        68     0     3     1    18
 -1.8557643122267159E+01 a        69     0     3     1    19
 -1.5126061121885657E+01 a        70     0     3     1    20
 -9.1081996326799075E+00 a        71     0     3     1    21
 -9.6762765409915836E+00 a        72     0     3     1    22
 -9.9845241522192207E+00 a        73     0     3     1    23
 -6.6919025680697128E+00 a        74     0     3     1    24
 -1.4230390287473387E+01 a        75     0     3     1    25
 -1.0175335633824076E+01 a        76     0     4     1     1
 -2.0988644727385996E+01 a        77     0     4     1     2
  2.9175513603316481E+00 a        78     0     4     1     3
  5.7996868438624176E+00 a        79     0     4     1     4
 -6.7725825988824413E+00 a        80     0     4     1     5
 -1.3481701835218235E+01 a        81     0     4     1     6
 -4.1255239916638914E-01 a        82     0     4     1     7
  1.3427739704788662E+01 a        83     0     4     1     8
  1.6806941495416556E+01 a        84     0     4     1     9
  1.8179788564191273E+00 a        85     0     4     1    10
  1.7444957083794780E+01 a        86     0     4     1    11
 -6.9536437147666179E+00 a        87     0     4     1    12
  3.6711985669713833E+01 a        88     0     4     1    13
 -2.7074669652898667E+01 a        89     0     4     1    14
 -2.6170680221739882E+01 a        90     0     4     1    15
 -7.6496896408423929E+00 a        91     0     4     1    16
 -2.0226632457104408E+01 a        92     0     4     1    17
 -5.7896066569283837E+00 a        93     0     4     1    18
  3.3189245034424005E+01 a        94     0     4     1    19
  1.3033725621345694E+01 a        95     0     4     1    20
 -6.8466841898584274E+00 a        96     0     4     1    21
  2.5839793640055969E+01 a        97     0     4     1    22
 -1.8914156666433989E+01 a        98     0     4     1    23
 -1.8423945364541119E+01 a        99     0     4     1    24
  2.7170784196502446E+01 a       100     0     4     1    25
  2.4296648741752218E+01 a       101     0     5     1     1
  1.3263716551090119E+00 a       102     0     5     1     2
 -1.9241462743297248E+01 a       103     0     5     1     3
  2.1207367452670724E+01 a       104     0     5     1     4
 -1.3975345317562511E+00 a       105     0     5     1     5
  8.5520109550308128E+00 a       106     0     5     1     6
 -4.3417658308757128E+00 a       107     0     5     1     7
 -4.7394236224490554E+00 a       108     0     5     1     8
 -4.1666734562827354E+00 a       109     0     5     1     9
 -8.6368913232611888E+00 a       110     0     5     1    10
  7.2023494652909648E+00 a       111     0     5     1    11
  3.0966286108748264E+01 a       112     0     5     1    12
  3.3515591756597725E+00 a       113     0     5     1    13
 -1.0809419213531767E+01 a       114     0     5     1    14
 -2.0033016499980474E+00 a       115     0     5     1    15
  1.1916827340063116E+00 a       116     0     5     1    16
 -6.2053608283888073E-01 a       117     0     5     1    17
  1.1540819381864277E-01 a       118     0     5     1    18
  9.4282190111216408E+00 a       119     0     5     1    19
  4.4547029212750111E+00 a       120     0     5     1    20
 -2.8175081498911716E+00 a       121     0     5     1    21
 -9.3170175433018745E+00 a       122     0     5     1    22
  1.7768498841229313E+01 a       123     0     5     1    23
  8.5522948638120280E+00 a       124     0     5     1    24
  2.9096964471577520E+00 a       125     0     5     1    25
  7.8495964609355884E+00 a       126     0     6     1     1
  2.9638320094745094E+01 a       127     0     6     1     2
 -2.2568389678045704E+00 a       128     0     6     1     3
 -6.3560587346192250E+00 a       129     0     6     1     4
  9.8145025125241432E+00 a       130     0     6     1     5
  1.0351471326507493E+00 a       131     0     6     1     6
 -1.2491522851041918E+01 a       132     0     6     1     7
 -1.7553280093131331E+01 a       133     0     6     1     8
 -1.2998282790101371E+01 a       134     0     6     1     9
  7.6317822973781679E-01 a       135     0     6     1    10
 -1.6004436978039145E+01 a       136     0     6     1    11
 -1.1589559533094784E+00 a       137     0     6     1    12
 -2.2252110596407139E+01 a       138     0     6     1    13
  1.7340494205723235E+01 a       139     0     6     1    14
  2.2760639459113911E+01 a       140     0     6     1    15
 -8.2191797647025684E+00 a       141     0     6     1    16
  1.5178390691312300E+01 a       142     0     6     1    17
 -1.1164076358709434E+00 a       143     0     6     1    18
 -2.9775954137607503E+01 a       144     0     6     1    19
 -1.2308515797912944E+01 a       145     0     6     1    20
  1.6805454571274648E+01 a       146     0     6     1    21
 -2.4899894496196877E+00 a       147     0     6     1    22
  2.3118986946472603E+01 a       148     0     6     1    23
  1.9225590906489028E+01 a       149     0     6     1    24
 -2.5978163294058081E+01 a       150     0     6     1    25
 -3.1812407870128922E+01 a       151     0     7     1     1
