################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  8.0735906881528685E-01 a         1     0     1     1     1
  9.5152809695625749E+00 a         2     0     1     1     2
 -1.8673124920353958E+00 a         3     0     1     1     3
 -1.4921150418025073E+00 a         4     0     1     1     4
 -3.9945968342532328E+00 a         5     0     1     1     5
 -1.1074416181070816E+00 a         6     0     1     1     6
 -8.4736745825384985E-02 a         7     0     1     1     7
 -5.4341512156727241E+00 a         8     0     1     1     8
 -5.8213802300166471E+00 a         9     0     1     1     9
 -9.3232864143428140E-01 a        10     0     1     1    10
  9.4051464983096933E-01 a        11     0     1     1    11
  1.7642780626237231E-01 a        12     0     1     1    12
  9.7517986791610696E+00 a        13     0     1     1    13
  2.9539158665066676E+00 a        14     0     1     1    14
  1.7093810383384478E+00 a        15     0     1     1    15
  1.0154996294394310E+01 a        16     0     1     1    16
 -7.2127681789139253E-02 a        17     0     1     1    17
 -2.0614106967055527E+01 a        18     0     1     1    18
 -3.2730937942834100E+00 a        19     0     1     1    19
  7.3574486307124261E+00 a        20     0     1     1    20
 -1.2573336324711589E+01 a        21     0     1     1    21
  1.5435999352108219E+01 a        22     0     1     1    22
 -6.4337000760669802E+00 a        23     0     1     1    23
  9.8401692918660355E-01 a        24     0     1     1    24
  1.3728144317426196E+01 a        25     0     1     1    25
  9.3235651745059460E+00 a        26     0     2     1     1
 -1.1173231687357539E+01 a        27     0     2     1     2
 -9.8812206162685108E+00 a        28     0     2     1     3
 -2.1144173918158575E+00 a        29     0     2     1     4
 -5.8439234346474258E+00 a        30     0     2     1     5
 -3.8094157459603570E+00 a        31     0     2     1     6
 -1.8789263517845893E+00 a        32     0     2     1     7
  1.0916511830458633E+01 a        33     0     2     1     8
  5.7408247251013584E+00 a        34     0     2     1     9
  1.4841706445847695E+00 a        35     0     2     1    10
  1.0725175452473208E+00 a        36     0     2     1    11
 -5.6356071594702666E+00 a        37     0     2     1    12
 -6.1544435998554308E+00 a        38     0     2     1    13
  9.8440149431915867E+00 a        39     0     2     1    14
  3.2101910062143904E+00 a        40     0     2     1    15
 -2.0314943775166537E+01 a        41     0     2     1    16
 -2.7905934417491189E+00 a        42     0     2     1    17
  1.4609651154582657E+01 a        43     0     2     1    18
 -7.6025215250238460E+00 a        44     0     2     1    19
 -1.0434617416238824E+01 a        45     0     2     1    20
  1.2113229768819849E+01 a        46     0     2     1    21
 -2.5328701403817806E+01 a        47     0     2     1    22
  3.9748950152231033E+00 a        48     0     2     1    23
 -8.0530416565592038E+00 a        49     0     2     1    24
 -3.0837476019765631E+01 a        50     0     2     1    25
 -6.3004850759284858E+00 a        51     0     3     1     1
 -1.4592518744332171E+01 a        52     0     3     1     2
  7.8472974691668780E+00 a        53     0     3     1     3
  2.8446409920117994E+00 a        54     0     3     1     4
  8.9933758722110753E+00 a        55     0     3     1     5
  1.1180640068932336E+01 a        56     0     3     1     6
 -7.4760469057012244E+00 a        57     0     3     1     7
  3.2348653773131124E+00 a        58     0     3     1     8
  7.7876246830509936E+00 a        59     0     3     1     9
 -1.9768891841411238E+00 a        60     0     3     1    10
 -7.8530665145333831E+00 a        61     0     3     1    11
  3.6321905549719040E+00 a        62     0     3     1    12
 -1.1131860825780580E+01 a        63     0     3     1    13
 -5.9100637776527076E+00 a        64     0     3     1    14
  4.4540041182763321E+00 a        65     0     3     1    15
 -6.6273625192400187E+00 a        66     0     3     1    16
 -8.4597690419097005E-01 a        67     0     3     1    17
  2.8940856451484706E+01 a        68     0     3     1    18
  1.3623860998519875E+01 a        69     0     3     1    19
 -5.5434330054787910E+00 a        70     0     3     1    20
  1.3768140492902699E+01 a        71     0     3     1    21
 -1.8825381808396752E+01 a        72     0     3     1    22
 -2.7226015700575328E+00 a        73     0     3     1    23
  5.1892837917439660E-01 a        74     0     3     1    24
 -1.3292714352526650E+01 a        75     0     3     1    25
 -2.3684232693654632E+01 a        76     0     4     1     1
  1.5513542956783787E+01 a        77     0     4     1     2
  1.3155869609952108E+01 a        78     0     4     1     3
  3.3152040060593038E+00 a        79     0     4     1     4
  9.0839537674798461E+00 a        80     0     4     1     5
 -4.7896137926880007E+00 a        81     0     4     1     6
  9.5617567463057416E+00 a        82     0     4     1     7
 -1.3370636647779907E+01 a        83     0     4     1     8
 -1.4655438185023762E+01 a        84     0     4     1     9
 -2.8818340268554787E+00 a        85     0     4     1    10
  6.0906272197310853E+00 a        86     0     4     1    11
  1.7434164967715517E+01 a        87     0     4     1    12
  1.1496487312244236E+01 a        88     0     4     1    13
 -2.0172432446312296E+01 a        89     0     4     1    14
 -1.9396245487292489E+01 a        90     0     4     1    15
  3.0122579528388698E+01 a        91     0     4     1    16
  1.4147986381371080E+01 a        92     0     4     1    17
 -1.9005933781504464E+01 a        93     0     4     1    18
  7.3880250783653691E+00 a        94     0     4     1    19
  1.4804791059011473E+01 a        95     0     4     1    20
 -1.5295025955186183E+01 a        96     0     4     1    21
  4.0819695099666532E+01 a        97     0     4     1    22
  1.6992436563526425E+00 a        98     0     4     1    23
  1.4782519477688323E+01 a        99     0     4     1    24
  4.6419010107178700E+01 a       100     0     4     1    25
  2.8375450425068081E+01 a       101     0     5     1     1
  1.3196877859642601E+01 a       102     0     5     1     2
 -3.1039259532317387E+00 a       103     0     5     1     3
  8.3960603397321185E-02 a       104     0     5     1     4
 -7.1684573449759403E+00 a       105     0     5     1     5
 -9.2728636324910685E+00 a       106     0     5     1     6
  1.1325545068568738E+01 a       107     0     5     1     7
  9.2032721447688086E+00 a       108     0     5     1     8
 -4.9316403768524033E+00 a       109     0     5     1     9
  5.9353460008015668E+00 a       110     0     5     1    10
  4.8348045127363592E+00 a       111     0     5     1    11
 -1.4692803180103558E+01 a       112     0     5     1    12
 -5.0989418583315569E+00 a       113     0     5     1    13
  1.0293849722529153E+01 a       114     0     5     1    14
  3.5623631302239227E+00 a       115     0     5     1    15
 -4.8485281546769636E+00 a       116     0     5     1    16
 -4.9319938516646111E-01 a       117     0     5     1    17
 -1.0022165776192727E+01 a       118     0     5     1    18
 -1.9588201754499373E+01 a       119     0     5     1    19
 -3.0257025941370248E+00 a       120     0     5     1    20
  1.9435635236913080E+00 a       121     0     5     1    21
  5.0813515353050542E+00 a       122     0     5     1    22
  1.3420641223795544E+01 a       123     0     5     1    23
 -3.3038534117906728E+00 a       124     0     5     1    24
  7.3648692245925762E+00 a       125     0     5     1    25
  1.8299082765931441E+01 a       126     0     6     1     1
 -6.2413317625018587E+00 a       127     0     6     1     2
 -9.3758301862726423E+00 a       128     0     6     1     3
 -4.0323093104731447E+00 a       129     0     6     1     4
 -9.8994357265392097E+00 a       130     0     6     1     5
  9.5964317465424802E+00 a       131     0     6     1     6
 -1.6416511047746500E+01 a       132     0     6     1     7
 -2.8699641575973152E+00 a       133     0     6     1     8
  2.1715229094153198E+01 a       134     0     6     1     9
  7.2083297336664112E+00 a       135     0     6     1    10
 -8.2746892004023582E+00 a       136     0     6     1    11
 -2.5313758147300216E+01 a       137     0     6     1    12
 -1.2376396322779533E+01 a       138     0     6     1    13
  1.5475479015753587E+01 a       139     0     6     1    14
  1.6925183811586997E+01 a       140     0     6     1    15
 -1.4604119566428860E+01 a       141     0     6     1    16
 -2.5086895546957461E+01 a       142     0     6     1    17
 -2.1205146643685451E+00 a       143     0     6     1    18
  4.7802678267519330E+00 a       144     0     6     1    19
 -6.3765721217590281E+00 a       145     0     6     1    20
  4.1956254717268742E+00 a       146     0     6     1    21
 -2.7183767414748576E+01 a       147     0     6     1    22
 -1.3041727170500076E+01 a       148     0     6     1    23
 -1.2305340768841736E+01 a       149     0     6     1    24
 -3.7803326268383131E+01 a       150     0     6     1    25
 -3.3941346704391165E+01 a       151     0     7     1     1
 -2.0756851802373696E+01 a       152     0     7     1     2
 -6.1453344368819556E+00 a       153     0     7     1     3
 -2.5451778884565761E+00 a       154     0     7     1     4
  7.1890030388065549E+00 a       155     0     7     1     5
  5.5465514049238562E+00 a       156     0     7     1     6
 -1.6856352138932222E+00 a       157     0     7     1     7
 -7.2447569891625037E+00 a       158     0     7     1     8
  1.3016573988578428E+00 a       159     0     7     1     9
 -8.9026286468279601E+00 a       160     0     7     1    10
 -1.2055998342253091E+00 a       161     0     7     1    11
  2.0358822734944070E+01 a       162     0     7     1    12
  1.5281639113723804E+01 a       163     0     7     1    13
 -5.4047346263930898E+00 a       164     0     7     1    14
 -7.2980237623109847E+00 a       165     0     7     1    15
 -2.0687094683283966E+00 a       166     0     7     1    16
 -1.4320006915408907E+00 a       167     0     7     1    17
 -8.4676836037688208E-01 a       168     0     7     1    18
  1.7719831931254419E+01 a       169     0     7     1    19
  9.0000930400548373E+00 a       170     0     7     1    20
 -1.5904446038567331E+01 a       171     0     7     1    21
  5.3784862240439502E+00 a       172     0     7     1    22
  9.5882646284740325E-01 a       173     0     7     1    23
  7.2473126063476077E+00 a       174     0     7     1    24
 -3.7936125558427333E-02 a       175     0     7     1    25
 -1.5713038748971695E+01 a       176     0     8     1     1
  6.0939323004633730E+00 a       177     0     8     1     2
  4.6488802566848246E+00 a       178     0     8     1     3
  3.8305093778688035E+00 a       179     0     8     1     4
  6.9253159571729466E+00 a       180     0     8     1     5
 -1.0896412390504892E+01 a       181     0     8     1     6
  1.3944166014192875E+01 a       182     0     8     1     7
  4.6369234403293698E+00 a       183     0     8     1     8
 -2.3183190741346809E+01 a       184     0     8     1     9
 -9.1178826297433933E+00 a       185     0     8     1    10
 -2.2300416265743661E+00 a       186     0     8     1    11
  2.8874245620010925E+01 a       187     0     8     1    12
  1.1856782967175960E+01 a       188     0     8     1    13
 -1.1012362940076367E+01 a       189     0     8     1    14
  9.3666848881344711E-01 a       190     0     8     1    15
  1.9266477932798225E+00 a       191     0     8     1    16
  2.2384681582535475E+01 a       192     0     8     1    17
  1.1681323498934436E+01 a       193     0     8     1    18
 -7.5085666655456071E+00 a       194     0     8     1    19
 -5.2531089633708872E-01 a       195     0     8     1    20
  1.5858558574617687E+01 a       196     0     8     1    21
  1.0263395027104597E+01 a       197     0     8     1    22
  1.1959974795516750E+01 a       198     0     8     1    23
  6.3093663096451946E+00 a       199     0     8     1    24
  2.2055884323800431E+01 a       200     0     8     1    25
  7.2842838960484029E+00 a       201     0     9     1     1
 -3.8751610557895888E+00 a       202     0     9     1     2
 -2.5298257724082527E+00 a       203     0     9     1     3
 -4.6385512057707545E-01 a       204     0     9     1     4
 -2.6730323999277767E+00 a       205     0     9     1     5
 -2.8358548298970407E+00 a       206     0     9     1     6
