   1    1        0.000000000       0.168474325       0.051436597
   1    2        0.304058579       0.417104776       0.345915594
   1    3        0.000000000       0.159465228       0.047693255
   1    4        0.000000000       0.152326768       0.044784312
   1    5        0.270367239       0.377289298       0.312242885
   1    6        0.000000000       0.142866546       0.041009575
   1    7        0.000000000       0.132772126       0.037086368
   1    8        0.236241291       0.336573119       0.278003131
   1    9        0.000000000       0.122265892       0.033122717
   1   10        0.194043783       0.286076543       0.235857711
   1   11        0.146413959       0.230979612       0.188000406
   1   12        0.094328785       0.167444236       0.133300930
   1   13        0.000000000       0.003940598       0.000766277
   1   14        0.000000000       0.002179848       0.000395242
   1   15        0.000000000       0.022615147       0.006688070
   1   16        0.006799063       0.014786064       0.009854503
   1   17        0.000000000       0.000754211       0.000118471
   1   18        0.000000000       0.000307111       0.000031177
   1   19        0.000000000       0.020171446       0.006040265
   1   20        0.006447566       0.012997039       0.009490438
   1   21        0.000000000       0.016749223       0.005002441
   1   22        0.005799086       0.011113091       0.008844953
   1   23        0.000000000       0.012662314       0.003565243
   1   24        0.004417978       0.011019545       0.007821957
   2    1        0.000000000       0.528085920       0.086499956
   2    2        0.243551003       0.576397651       0.478191952
   2    3        0.220486953       0.527469369       0.437635603
   2    4        0.000000000       0.503534550       0.078079729
   2    5        0.195097154       0.473305655       0.392510705
   2    6        0.000000000       0.474879557       0.069517706
   2    7        0.166254512       0.411783730       0.340934855
   2    8        0.000000000       0.433337270       0.058978785
   2    9        0.136220939       0.347964660       0.286400724
   2   10        0.000000000       0.375671652       0.047011546
   2   11        0.101581283       0.273092311       0.221977741
   2   12        0.000000000       0.292877983       0.033333347
   2   13        0.000000000       0.015267809       0.000607918
   2   14        0.000000000       0.020367325       0.002323101
   2   15        0.000000000       0.006658033       0.003990472
   2   16        0.000000000       0.009284484       0.000324103
   2   17        0.000000000       0.024985840       0.002803020
   2   18        0.003522361       0.012523471       0.008029970
   2   19        0.000000000       0.011921850       0.000429967
   2   20        0.000000000       0.015558424       0.002023934
   2   21        0.000000000       0.006518589       0.003941639
   2   22        0.000000000       0.003823383       0.000146152
   2   23        0.000000000       0.023446294       0.002503853
   2   24        0.003512986       0.012433317       0.007981137
   2   25        0.000000000       0.008678726       0.000229107
   2   26        0.000000000       0.010714201       0.001695750
   2   27        0.000000000       0.006384431       0.003878387
   2   28        0.000000000       0.001758371       0.000060041
   2   29        0.000000000       0.021095757       0.002319082
   2   30        0.003504699       0.012339772       0.007947861
   2   31        0.000000000       0.004699984       0.000069193
   2   32        0.000000000       0.010701233       0.001357400
   2   33        0.000000000       0.006338867       0.003757820
   2   34        0.000000000       0.000942648       0.000023014
   2   35        0.000000000       0.017137757       0.002111679
   2   36        0.003476868       0.012155470       0.007883155
       -0.2691374625       -0.2381480047
