1 1   1.1596444134477665E+01   1.2492949731563638E+01   1.2043451633442617E+01   2.9242532950785938E-01
1 2   8.8507417140782945E+00   9.5161925593991281E+00   9.1882915100048308E+00   2.0959484378291676E-01
1 3   5.7298670614543141E+00   6.1001348200352625E+00   5.9172152398345181E+00   1.1374866884805154E-01
1 4   3.8374434709268117E+00   4.0312316420172323E+00   3.9332707578431365E+00   5.9837141659100354E-02
1 5   4.7100246838796282E+00   4.9462614486213985E+00   4.8270613947922749E+00   7.2365468141342870E-02
1 6   3.9262996104022077E+00   4.1323628892759086E+00   4.0282873790503713E+00   6.1034379914794677E-02
1 7   3.2886203200855988E+00   3.4710096688186312E+00   3.3774316218039848E+00   5.3325785007693326E-02
1 8   2.7254633776305655E+00   2.7984798863813678E+00   2.7589569099078575E+00   2.1106702938654964E-02
1 9   1.7335112879719130E+00   1.9504006927292468E+00   1.8398317021867103E+00   6.5829181167532114E-02
1 10   3.0440822491079644E+00   3.5494446771163517E+00   3.2937992188593035E+00   1.6117641984799860E-01
1 11   1.0808287684761919E+00   1.2296531062850906E+00   1.1540469643955436E+00   4.4595571788001991E-02
1 12   1.6647900300543834E+00   1.9272054378683627E+00   1.7937654116385775E+00   8.3314014237565542E-02
1 13   5.6345435323052839E-01   6.6437751705534043E-01   6.1288197148415002E-01   3.0451752906284563E-02
1 14   8.7996117471459123E-01   1.0078410241931541E+00   9.4278311814924975E-01   4.0972010768676001E-02
1 15   1.0129893507332521E-01   1.2613076828644229E-01   1.1336190993436368E-01   7.3513988396446926E-03
1 16   2.2468607477053909E-01   2.4839101111959241E-01   2.3633572459321664E-01   7.4538296496742019E-03
1 17   1.6534275568672853E-02   1.6814080969685237E-02   1.6684082250212489E-02   4.8909793725485615E-05
2 1   9.0711889860049215E+00   9.9549623209056985E+00   9.5086195868147048E+00   2.9296453695251651E-01
2 2   6.3935495051875222E+00   7.0162178214734370E+00   6.7020912689553302E+00   2.0612473775484086E-01
2 3   3.4203895099374404E+00   3.7472418699456402E+00   3.5826459558487542E+00   1.0744860575674985E-01
2 4   1.7272907532348378E+00   1.8903969715946820E+00   1.8082588031767532E+00   5.2954436147440352E-02
2 5   4.7366064267560493E+00   5.1965789106034848E+00   4.9663189982243461E+00   1.5083766032091683E-01
2 6   3.5358286385735256E+00   3.9727185849874798E+00   3.7544366840291445E+00   1.4206439181992736E-01
2 7   2.2361367229807376E+00   2.6663849568467368E+00   2.4489902147893687E+00   1.3989682021354644E-01
2 8   7.2309822530843859E-01   9.6431600901446457E-01   8.3608785792122486E-01   7.8711683920019926E-02
2 9   2.2051955436778803E-01   2.6352303085356032E-01   2.4170504015645039E-01   1.3967241502794674E-02
2 10   1.9394248694181901E+00   2.3223554607579713E+00   2.1269564152770917E+00   1.2621265307263707E-01
2 11   1.0508816763647624E-01   1.2586579704087350E-01   1.1531370793259577E-01   6.6773488055624783E-03
2 12   9.5158547355750245E-01   1.1321249888568878E+00   1.0401806749065161E+00   5.9420973854938337E-02
2 13   1.0538810602042284E-01   1.2558744747932846E-01   1.1526226703721730E-01   6.4753489482557063E-03
2 14   3.3983054362671872E-01   4.0723113342200085E-01   3.7287949796101660E-01   2.2014811825544194E-02
2 15   2.1226269321913113E-02   2.3881920328816770E-02   2.2523600566525814E-02   8.3131693094565153E-04
2 16   5.1939996728374793E-02   6.4182768954783517E-02   5.7894756819454198E-02   3.9662420977784330E-03
0.000000 0.000000
