################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -1.2257274614949949E+01 a         1     0     1     1     1
  6.6396269618746526E+00 a         2     0     1     1     2
  9.3911773030455965E+00 a         3     0     1     1     3
  4.5455500026545756E+00 a         4     0     1     1     4
 -1.7511808228387686E+01 a         5     0     1     1     5
 -1.4122284649648442E+01 a         6     0     1     1     6
 -3.6301496962067503E-01 a         7     0     1     1     7
 -1.8336679859401602E+01 a         8     0     1     1     8
 -2.9141225955849158E+01 a         9     0     1     1     9
 -5.0107511323897986E+00 a        10     0     1     1    10
 -2.3724865770927503E+00 a        11     0     1     1    11
  1.8071834721248874E+00 a        12     0     1     1    12
  6.6609545263313397E+00 a        13     0     1     1    13
  5.0752967244056331E+00 a        14     0     1     1    14
 -1.7055429239589197E+00 a        15     0     1     1    15
  7.2913621614878799E-01 a        16     0     1     1    16
 -5.1107069694876657E+00 a        17     0     1     1    17
 -4.9015656998203152E+00 a        18     0     1     1    18
  9.5362684189314653E+00 a        19     0     1     1    19
 -1.1958941997950449E+01 a        20     0     1     1    20
  5.0268036660442457E+00 a        21     0     1     1    21
 -1.6093747013532644E+00 a        22     0     1     1    22
  1.6268864823345379E+00 a        23     0     1     1    23
  8.2628836387972200E+00 a        24     0     1     1    24
 -1.4752740704405087E+00 a        25     0     1     1    25
  1.0773346615451260E+01 a        26     0     2     1     1
 -1.0054378030669117E+01 a        27     0     2     1     2
 -3.3282357737514253E+01 a        28     0     2     1     3
 -8.3813917791049128E+00 a        29     0     2     1     4
  9.2512028418440035E+00 a        30     0     2     1     5
  5.6805865407337519E+00 a        31     0     2     1     6
 -3.4960399964011066E+00 a        32     0     2     1     7
 -3.2440211440629141E+00 a        33     0     2     1     8
  1.2501312949769986E+01 a        34     0     2     1     9
  8.1856619192193492E+00 a        35     0     2     1    10
  2.2421127234221036E+01 a        36     0     2     1    11
 -2.2068616019157505E+00 a        37     0     2     1    12
 -4.3703899731493658E+00 a        38     0     2     1    13
 -5.3306354154829521E+00 a        39     0     2     1    14
  1.5079005988920043E+01 a        40     0     2     1    15
  7.3814795006981120E+00 a        41     0     2     1    16
 -8.5043889644039030E+00 a        42     0     2     1    17
  1.0448240889353491E+00 a        43     0     2     1    18
 -6.3393795987976889E+00 a        44     0     2     1    19
  1.7129631257696960E+01 a        45     0     2     1    20
 -7.5945852580699285E+00 a        46     0     2     1    21
  2.1700996204646355E+01 a        47     0     2     1    22
 -1.2724200368753523E+01 a        48     0     2     1    23
  2.0243441225588046E+00 a        49     0     2     1    24
  9.1088959066937814E-01 a        50     0     2     1    25
  1.1657307488986389E+01 a        51     0     3     1     1
 -4.2065008455958592E+00 a        52     0     3     1     2
  4.8097688571292609E+00 a        53     0     3     1     3
 -4.9724180196959882E+00 a        54     0     3     1     4
  1.2377309800801335E+01 a        55     0     3     1     5
  2.5511938793461312E+01 a        56     0     3     1     6
 -3.8559604723058896E+00 a        57     0     3     1     7
  2.3671221357794142E+01 a        58     0     3     1     8
  2.0775941298964035E+01 a        59     0     3     1     9
 -7.4490210265557248E+00 a        60     0     3     1    10
 -1.2888795162841285E+01 a        61     0     3     1    11
  6.2990378132918201E-01 a        62     0     3     1    12
 -6.7796982028464798E+00 a        63     0     3     1    13
  1.3873248074566136E+00 a        64     0     3     1    14
 -1.2720131442905334E+00 a        65     0     3     1    15
 -5.1837120410919058E+00 a        66     0     3     1    16
  9.0193481244526676E+00 a        67     0     3     1    17
  9.3200336644565294E+00 a        68     0     3     1    18
 -1.4798639410447649E+01 a        69     0     3     1    19
  1.0190650645561787E+01 a        70     0     3     1    20
 -3.6141664746325020E-03 a        71     0     3     1    21
 -3.7292360450284074E+00 a        72     0     3     1    22
  8.6114162453388179E+00 a        73     0     3     1    23
 -1.2021174499081583E+01 a        74     0     3     1    24
  3.4404799747585018E+00 a        75     0     3     1    25
 -5.4823243555551118E+00 a        76     0     4     1     1
  2.4282510801010410E+01 a        77     0     4     1     2
  4.6002885400742919E+01 a        78     0     4     1     3
  1.3480672047999894E+01 a        79     0     4     1     4
  1.1575632156431884E-01 a        80     0     4     1     5
 -7.0175102352247825E+00 a        81     0     4     1     6
  1.2184355840814222E+01 a        82     0     4     1     7
  1.3287145050533951E+01 a        83     0     4     1     8
  3.3013151854937575E+00 a        84     0     4     1     9
 -4.7704979119585671E+00 a        85     0     4     1    10
 -2.7626288968359155E+01 a        86     0     4     1    11
  7.8350315044083390E+00 a        87     0     4     1    12
  6.3924474451207098E+00 a        88     0     4     1    13
 -5.4200622428334428E+00 a        89     0     4     1    14
 -2.2602662953529880E+01 a        90     0     4     1    15
 -1.3263252771962437E+01 a        91     0     4     1    16
  2.2994280100851348E+01 a        92     0     4     1    17
  5.5370087635594556E-01 a        93     0     4     1    18
  6.7917395829555725E+00 a        94     0     4     1    19
 -2.0944495485077766E+01 a        95     0     4     1    20
  5.4067090589697937E+00 a        96     0     4     1    21
 -3.1637127630123292E+01 a        97     0     4     1    22
  1.5467954257913435E+01 a        98     0     4     1    23
 -4.0294740820883979E+00 a        99     0     4     1    24
  7.7831265001319538E-02 a       100     0     4     1    25
  1.0471945125560048E-01 a       101     0     5     1     1
 -6.7453560652369644E+00 a       102     0     5     1     2
 -2.1235306160711836E+01 a       103     0     5     1     3
 -7.2193378758968194E+00 a       104     0     5     1     4
  1.0251692774481478E+01 a       105     0     5     1     5
 -2.3368715885910479E+01 a       106     0     5     1     6
  5.1121827507454549E+00 a       107     0     5     1     7
 -1.7372575388639653E+01 a       108     0     5     1     8
  5.8445716534095755E+00 a       109     0     5     1     9
  1.4148993850790905E+01 a       110     0     5     1    10
  1.9289656225771797E+01 a       111     0     5     1    11
 -1.6706716190250784E+01 a       112     0     5     1    12
 -2.5681256395030680E+00 a       113     0     5     1    13
  9.0287951383875651E+00 a       114     0     5     1    14
 -1.7781909447366355E+00 a       115     0     5     1    15
  8.6038244566891500E+00 a       116     0     5     1    16
 -6.6563592482469476E+00 a       117     0     5     1    17
 -1.2178287368428453E+01 a       118     0     5     1    18
  1.2271261907264071E+01 a       119     0     5     1    19
 -9.7890815462310887E-01 a       120     0     5     1    20
 -1.2020583074653057E+01 a       121     0     5     1    21
 -3.0262488753086605E+00 a       122     0     5     1    22
 -7.7527842809912659E+00 a       123     0     5     1    23
  2.6633989941308793E+00 a       124     0     5     1    24
 -1.1397204212788909E+01 a       125     0     5     1    25
 -5.7083051256772741E+00 a       126     0     6     1     1
 -3.7797806421351275E+01 a       127     0     6     1     2
 -2.5210823226332344E+01 a       128     0     6     1     3
 -2.6336968468769912E+00 a       129     0     6     1     4
 -1.5229282621159525E+01 a       130     0     6     1     5
  1.8407336444159510E+00 a       131     0     6     1     6
 -1.5359646398937254E+01 a       132     0     6     1     7
 -3.7581641204586678E+00 a       133     0     6     1     8
 -1.9382154631379105E+01 a       134     0     6     1     9
 -1.2868269836509887E+01 a       135     0     6     1    10
  1.7864240492424784E+01 a       136     0     6     1    11
 -6.6214032851310280E+00 a       137     0     6     1    12
 -3.9995449139564774E+00 a       138     0     6     1    13
  1.7154215208192632E+01 a       139     0     6     1    14
  1.5605599813200334E+01 a       140     0     6     1    15
  8.7428270974583189E+00 a       141     0     6     1    16
 -2.0767006166926191E+01 a       142     0     6     1    17
 -2.3741743905485295E+00 a       143     0     6     1    18
 -2.9174200452370957E+00 a       144     0     6     1    19
  6.9665516725661618E+00 a       145     0     6     1    20
  1.0001957555544509E+01 a       146     0     6     1    21
  1.1618037756083410E+01 a       147     0     6     1    22
 -1.3291635275769039E+01 a       148     0     6     1    23
  2.4298746079383116E+00 a       149     0     6     1    24
  7.7700926488657824E+00 a       150     0     6     1    25
 -4.4676565888942834E+00 a       151     0     7     1     1
  5.6956187235936211E+00 a       152     0     7     1     2
  2.2545188813578850E+01 a       153     0     7     1     3
  1.3737119159768543E+01 a       154     0     7     1     4
 -3.2335046894666744E+00 a       155     0     7     1     5
  1.5968793458813760E+01 a       156     0     7     1     6
  1.2564590575846863E+00 a       157     0     7     1     7
  4.3186522890620855E+00 a       158     0     7     1     8
 -9.2110826039889933E+00 a       159     0     7     1     9
  4.1522169204289545E+00 a       160     0     7     1    10
 -1.5157061654961709E+01 a       161     0     7     1    11
  2.6280824361791527E+01 a       162     0     7     1    12
  3.5829346796566597E+00 a       163     0     7     1    13
 -2.2169933245602163E+01 a       164     0     7     1    14
  3.1587752948910848E+00 a       165     0     7     1    15
 -5.3294059773540798E+00 a       166     0     7     1    16
  3.4619889898964797E+00 a       167     0     7     1    17
  1.7526948111049258E+01 a       168     0     7     1    18
