begin
comment 
lattice   1.7097166001000002E+01   0.0000000000000000E+00   0.0000000000000000E+00
lattice   0.0000000000000000E+00   1.7097166001000002E+01   0.0000000000000000E+00
lattice   0.0000000000000000E+00   0.0000000000000000E+00   5.0000000000999997E+01
atom   1.7077390207502003E+01   1.7033133769712002E+01   2.0026111118999999E+01 Mg   3.8291924061925653E-01   0.0000000000000000E+00   7.1042522527601593E-03   7.2330325248702075E-03  -6.8685393463003641E-03
atom   2.8784590472999998E+00   2.8904829958000002E+00   2.0053576907000000E+01  O  -3.4428156299665341E-01   0.0000000000000000E+00  -4.4145416417346508E-03  -6.7259964279401223E-03  -6.1413001727342468E-03
atom   7.2652159692999999E-02   1.7080954778737002E+01   2.4043132172000000E+01  O  -3.5086580292126851E-01   0.0000000000000000E+00  -1.1262555236287280E-02   2.1392569243423414E-03   1.0654332001731256E-02
atom   2.8780260733000000E+00   2.8998185634999998E+00   2.4032640394000001E+01 Mg   3.2433687005490347E-01   0.0000000000000000E+00  -4.2897311873379184E-03  -1.2271669104748577E-02  -9.6780759951013498E-03
atom   1.7040370588769001E+01   1.7074725410399001E+01   2.8111288945999998E+01 Mg   3.3204727049820898E-01   0.0000000000000000E+00   1.0513918374716529E-02   6.2127332694917193E-04  -2.3475299491479262E-02
atom   2.8421666140000004E+00   2.8834652149000006E+00   2.8032859288999997E+01  O  -3.4688163791959031E-01   0.0000000000000000E+00  -1.0895323342978687E-03  -4.3286974445449220E-03   1.5264962645410898E-02
atom   6.5214500558000016E-02   1.7058420249857001E+01   3.2113867333000002E+01  O  -3.0572472683900559E-01   0.0000000000000000E+00  -9.7174579921795508E-03   1.1863776494065454E-03   2.0656689072301022E-02
atom   2.8332198764000003E+00   2.7977822229000000E+00   3.2113907679000000E+01 Mg   3.2528985564654112E-01   0.0000000000000000E+00   2.6054291697458340E-03   5.6109927660424504E-03  -1.4483918647533055E-02
atom   1.9864553928000000E-02   1.0486013922000000E-02   3.6088078099000001E+01 Al   4.0611938023445521E-01   0.0000000000000000E+00  -2.6055300302185106E-04  -1.4652362328177958E-03   1.7718000318301345E-02
atom   2.7981764574999999E+00   2.8796998035999999E+00   3.6124511960000000E+01  O  -2.8630283769104226E-01   0.0000000000000000E+00   3.5388830909526114E-03  -3.8573140663781644E-03  -8.2754363915184554E-03
atom   1.7088713823570803E+01   1.7074561363286001E+01   4.0153894391000001E+01  O  -3.5957655071713124E-01   0.0000000000000000E+00  -4.3953652957878336E-04   2.0634624615534949E-03  -2.5152341143776173E-02
atom   2.8234702698000000E+00   2.8619477365999999E+00   4.0124676317000002E+01 Mg   3.7753609731287419E-01   0.0000000000000000E+00   1.5692104837022156E-03  -6.2784040319428574E-04   1.3568977336577902E-02
atom   1.7084046370454001E+01   5.6888413584000004E+00   2.0013899747000000E+01 Mg   3.5591802844379500E-01   0.0000000000000000E+00   3.5703343685870062E-04   2.5555320345475811E-03  -1.1472143376320236E-02
atom   2.8848335277000001E+00   8.5308909416999992E+00   1.9989943256000000E+01  O  -4.0169249064342727E-01   0.0000000000000000E+00  -3.9756407529746704E-03   5.8259129327363742E-03   7.2424890745792876E-03
atom   1.8241298201000001E-02   5.6837552365000006E+00   2.4026099825999999E+01  O  -3.4691547806469936E-01   0.0000000000000000E+00  -2.7866742495941659E-03   1.2996539107569898E-03   1.2001362195373812E-02
atom   2.9361062157000006E+00   8.4795591997000006E+00   2.4082757439000002E+01 Mg   3.2914052387976833E-01   0.0000000000000000E+00  -1.0285483725468770E-02   9.6323095626808190E-03  -1.8355441248053807E-02
atom   1.6188356579000002E-02   5.6698041264999999E+00   2.8051270020000000E+01 Mg   3.2730311340688478E-01   0.0000000000000000E+00   2.6579197497025096E-03   2.6576940972897123E-03  -6.2868432982189117E-03
atom   2.8977599905000000E+00   8.5660735577999993E+00   2.8036115495000001E+01  O  -3.5093513486162087E-01   0.0000000000000000E+00  -2.4140481395676107E-03  -5.5964149397898181E-03   1.2727162454007377E-02
atom   9.8433937020000009E-04   5.6927154290000006E+00   3.2118501962000003E+01  O  -3.4459782389606863E-01   0.0000000000000000E+00   8.1398044573166746E-04  -3.9705737765907325E-03   5.7887226287595796E-03
atom   2.8073628502000005E+00   8.5498039808000019E+00   3.2128399704000003E+01 Mg   3.3395169100324523E-01   0.0000000000000000E+00   2.1856572195586539E-03   1.3072712094106794E-03  -1.6759399367470687E-02
atom   1.7046169666499001E+01   5.7492786883000013E+00   3.6121753734000002E+01 Mg   3.2474904180868053E-01   0.0000000000000000E+00   2.7856874790817073E-03  -3.7299244614460601E-03   6.6296536581274788E-03
