################################################################################
# Energy contributions calculated from NNP.
################################################################################
# Col  Name      Description
################################################################################
# 1    conf      Configuration index (starting with 1).
# 2    index     Atom index (starting with 1).
# 3    Z         Nuclear charge of atom.
# 4    Qref      Reference atomic charge.
# 5    Qnnp      NNP atomic charge.
# 6    Eref_atom Reference atomic energy contribution.
# 7    Ennp_atom Atomic energy contribution (physical units, no mean or offset energy added).
#############################################################################################################################
#        1          2   3                        4                        5                        6                        7
#     conf      index   Z                     Qref                     Qnnp                Eref_atom                Ennp_atom
#############################################################################################################################
         1         83   8  -4.0620398600000002E-01  -3.9787972466062677E-01   0.0000000000000000E+00   2.1714259506234651E-02
         1         84  12   3.8601067400000000E-01   3.8944129327761023E-01   0.0000000000000000E+00  -4.7118783448088855E-04
         1         85  12   4.2033274399999998E-01   4.0293056065045130E-01   0.0000000000000000E+00   3.8604027113572515E-03
         1         86   8  -3.9897923600000001E-01  -4.0308428555845843E-01   0.0000000000000000E+00   1.6949462333068821E-02
         1         87   8  -3.4182347600000001E-01  -3.4610510814460854E-01   0.0000000000000000E+00  -7.9571731595230177E-03
         1         88  12   3.3498552399999998E-01   3.3563369794527187E-01   0.0000000000000000E+00  -8.2596643421520115E-03
         1         89  12   3.4501975400000001E-01   3.3577567445494227E-01   0.0000000000000000E+00  -9.5947765157365847E-03
         1         90   8  -3.4156871599999999E-01  -3.4632024265923089E-01   0.0000000000000000E+00  -1.0094524285611028E-02
         1         91   8  -3.4440377599999999E-01  -3.4272129620502212E-01   0.0000000000000000E+00  -1.8511402493176510E-03
         1         92  12   3.2495508400000001E-01   3.2658585338481128E-01   0.0000000000000000E+00   6.3240721475634632E-03
         1         93  12   3.1960005400000002E-01   3.2446795575973625E-01   0.0000000000000000E+00  -2.0177504192520068E-03
         1         94   8  -3.1767765599999997E-01  -3.1027087421689914E-01   0.0000000000000000E+00  -8.7150076986833580E-03
         1         95   8  -4.0551030599999999E-01  -4.0224397193198974E-01   0.0000000000000000E+00   2.2780664151275942E-02
         1         96  12   3.8899702400000002E-01   3.9141809039880648E-01   0.0000000000000000E+00  -3.9014330395953836E-03
         1         97  12   4.3234339399999999E-01   4.1163259599154606E-01   0.0000000000000000E+00  -3.0417237892393870E-03
         1         98   8  -3.9647633599999998E-01  -3.9861261294319328E-01   0.0000000000000000E+00   2.1764211494339769E-02
         1         99   8  -3.4142175600000002E-01  -3.4426097778309650E-01   0.0000000000000000E+00  -1.3603858072088471E-03
         1        100  12   3.3476471400000002E-01   3.3507591789797203E-01   0.0000000000000000E+00  -8.1010102592692715E-03
         1        101  12   3.3912875399999998E-01   3.2599946771409777E-01   0.0000000000000000E+00  -1.7035496176978377E-03
         1        102   8  -3.3926433600000000E-01  -3.4707768329649691E-01   0.0000000000000000E+00  -3.9991600201236266E-03
         1        103   8  -3.0799256600000002E-01  -3.0688777105113402E-01   0.0000000000000000E+00  -1.3274925594007586E-02
         1        104  12   3.3553753400000003E-01   3.3018690623164043E-01   0.0000000000000000E+00  -5.3423755365916269E-03
         1        105  13   3.9603740399999998E-01   4.0123726733194143E-01   0.0000000000000000E+00   6.8986603190720544E-03
         1        106   8  -2.8918410600000000E-01  -2.8677889278053709E-01   0.0000000000000000E+00  -3.7392069057785610E-02
         1        107   8  -3.6358139600000000E-01  -3.5646759316313670E-01   0.0000000000000000E+00   2.0779141742593210E-02
         1        108  12   3.7335335400000003E-01   3.7555739662669552E-01   0.0000000000000000E+00  -3.9823156164951797E-03
         1        109  79  -1.8129486000000000E-02   3.6996649330713637E-02   0.0000000000000000E+00  -1.5183474009272807E-02
         1        110  79  -2.1088749600000001E-01  -1.4394128296917899E-01   0.0000000000000000E+00   1.0136198679190911E-03
